"Survey","Reef","Site","Transect","Length_mm","Genus","Species","Number","Comment","Video","T_ID","Date","Lat","Long","Depth","Temperature","Habitat","Aspect","Benthic_Complexity","Species_name","Biomass Constant A","Biomass Constant B","Max Length (cm)","Trophic Group","Trophic Level","Family","Functional Group"
"Feb_21","Herald","Herald_1","T5",176.919,"Acanthurus","thompsoni",1,NA,"Stereo","Feb_21_Herald_1_T5",2021-02-15,-16.9711,149.12769,43.8,29,"slope_terrace","gentle_slope",2,"Acanthurus thompsoni",0.01698,2.99,27,"planktivore",3.64,"Acanthuridae","Planktivore"
"Feb_21","Herald","Herald_1","T5",193.996,"Acanthurus","grammoptilus",1,NA,"Stereo","Feb_21_Herald_1_T5",2021-02-15,-16.9711,149.12769,43.8,29,"slope_terrace","gentle_slope",2,"Acanthurus grammoptilus",0.02291,2.96,35,"herbivore-detritivore",2.18,"Acanthuridae","Grazer"
"Feb_21","Herald","Herald_1","T5",209.13,"Parupeneus","multifasciatus",1,NA,"Stereo","Feb_21_Herald_1_T5",2021-02-15,-16.9711,149.12769,43.8,29,"slope_terrace","gentle_slope",2,"Parupeneus multifasciatus",0.01136,3.211,35,"invertivore-mobile",3.61,"Mullidae","Benthic invertivore"
"Feb_21","Herald","Herald_1","T5",46.237,"Chromis","iomelas",6,NA,"Stereo","Feb_21_Herald_1_T5",2021-02-15,-16.9711,149.12769,43.8,29,"slope_terrace","gentle_slope",2,"Chromis iomelas",0.01221,3.094234,8,"planktivore",2.69,"Pomacentridae","Planktivore"
"Feb_21","Herald","Herald_1","T5",126.506,"Genicanthus","melanospilos",4,NA,"Stereo","Feb_21_Herald_1_T5",2021-02-15,-16.9711,149.12769,43.8,29,"slope_terrace","gentle_slope",2,"Genicanthus melanospilos",0.0302,2.89,18,"planktivore",3.4,"Pomacanthidae","Omnivore"
"Feb_21","Herald","Herald_1","T5",86.043,"Centropyge","heraldi",2,NA,"Stereo","Feb_21_Herald_1_T5",2021-02-15,-16.9711,149.12769,43.8,29,"slope_terrace","gentle_slope",2,"Centropyge heraldi",0.0302,2.89,12,"herbivore-detritivore",2.83,"Pomacanthidae","Grazer"
"Feb_21","Herald","Herald_1","T5",124.325,"Parupeneus","pleurostigma",2,NA,"Stereo","Feb_21_Herald_1_T5",2021-02-15,-16.9711,149.12769,43.8,29,"slope_terrace","gentle_slope",2,"Parupeneus pleurostigma",0.01202,3.09,33,"invertivore-mobile",3.4,"Mullidae","Benthic invertivore"
"Feb_21","Herald","Herald_1","T5",193.771,"Scarus","longipinnis",1,NA,"Stereo","Feb_21_Herald_1_T5",2021-02-15,-16.9711,149.12769,43.8,29,"slope_terrace","gentle_slope",2,"Scarus longipinnis",0.01445,3.04,40,"herbivore-detritivore",2,"Labridae (Scarinae)","Scraper"
"Feb_21","Herald","Herald_1","T5",165.293,"Parupeneus","pleurostigma",4,NA,"Stereo","Feb_21_Herald_1_T5",2021-02-15,-16.9711,149.12769,43.8,29,"slope_terrace","gentle_slope",2,"Parupeneus pleurostigma",0.01202,3.09,33,"invertivore-mobile",3.4,"Mullidae","Benthic invertivore"
"Feb_21","Herald","Herald_1","T5",90.579,"Chaetodon","mertensii",3,NA,"Stereo","Feb_21_Herald_1_T5",2021-02-15,-16.9711,149.12769,43.8,29,"slope_terrace","gentle_slope",2,"Chaetodon mertensii",0.004261,3.800466,12.5,"invertivore-mobile",2.95,"Chaetodontidae","Omnivore"
"Feb_21","Herald","Herald_1","T5",75.342,"Chaetodon","kleinii",2,NA,"Stereo","Feb_21_Herald_1_T5",2021-02-15,-16.9711,149.12769,43.8,29,"slope_terrace","gentle_slope",2,"Chaetodon kleinii",0.0449,3.036,15,"omnivore",3.18,"Chaetodontidae","Corallivore"
"Feb_21","Herald","Herald_1","T5",92.962,"Centropyge","heraldi",2,NA,"Stereo","Feb_21_Herald_1_T5",2021-02-15,-16.9711,149.12769,43.8,29,"slope_terrace","gentle_slope",2,"Centropyge heraldi",0.0302,2.89,12,"herbivore-detritivore",2.83,"Pomacanthidae","Grazer"
"Feb_21","Herald","Herald_1","T5",87.144,"Chaetodon","mertensii",1,NA,"Stereo","Feb_21_Herald_1_T5",2021-02-15,-16.9711,149.12769,43.8,29,"slope_terrace","gentle_slope",2,"Chaetodon mertensii",0.004261,3.800466,12.5,"invertivore-mobile",2.95,"Chaetodontidae","Omnivore"
"Feb_21","Herald","Herald_1","T5",90.527,"Genicanthus","watanabei",2,NA,"Stereo","Feb_21_Herald_1_T5",2021-02-15,-16.9711,149.12769,43.8,29,"slope_terrace","gentle_slope",2,"Genicanthus watanabei",0.0302,2.89,15,"planktivore",3.4,"Pomacanthidae","Omnivore"
"Feb_21","Herald","Herald_1","T6",92.293,"Centropyge","flavissima",1,NA,"Stereo","Feb_21_Herald_1_T6",2021-02-15,-16.9711,149.12769,41.7,29.1,"slope_terrace","gentle_slope",2,"Centropyge flavissima",0.0302,2.89,14,"herbivore-detritivore",2.75,"Pomacanthidae","Grazer"
"Feb_21","Herald","Herald_1","T6",312.187,"Acanthurus","auranticavus",1,NA,"Stereo","Feb_21_Herald_1_T6",2021-02-15,-16.9711,149.12769,41.7,29.1,"slope_terrace","gentle_slope",2,"Acanthurus auranticavus",0.02291,2.96,45,"herbivore-detritivore",2.18,"Acanthuridae","Grazer"
"Feb_21","Herald","Herald_1","T6",412.203,"Naso","unicornis",1,NA,"Stereo","Feb_21_Herald_1_T6",2021-02-15,-16.9711,149.12769,41.7,29.1,"slope_terrace","gentle_slope",2,"Naso unicornis",0.029529,2.923551,70,"herbivore-macroalgae",2.17,"Acanthuridae","Browser"
"Feb_21","Herald","Herald_1","T6",139.948,"Genicanthus","melanospilos",3,NA,"Stereo","Feb_21_Herald_1_T6",2021-02-15,-16.9711,149.12769,41.7,29.1,"slope_terrace","gentle_slope",2,"Genicanthus melanospilos",0.0302,2.89,18,"planktivore",3.4,"Pomacanthidae","Omnivore"
"Feb_21","Herald","Herald_1","T6",112.129,"Centropyge","heraldi",3,NA,"Stereo","Feb_21_Herald_1_T6",2021-02-15,-16.9711,149.12769,41.7,29.1,"slope_terrace","gentle_slope",2,"Centropyge heraldi",0.0302,2.89,12,"herbivore-detritivore",2.83,"Pomacanthidae","Grazer"
"Feb_21","Herald","Herald_1","T6",65.587,"Centropyge","vrolikii",2,NA,"Stereo","Feb_21_Herald_1_T6",2021-02-15,-16.9711,149.12769,41.7,29.1,"slope_terrace","gentle_slope",2,"Centropyge vrolikii",0.0302,2.89,12,"herbivore-detritivore",2.76,"Pomacanthidae","Grazer"
"Feb_21","Herald","Herald_1","T6",142.015,"Ctenochaetus","striatus",1,NA,"Stereo","Feb_21_Herald_1_T6",2021-02-15,-16.9711,149.12769,41.7,29.1,"slope_terrace","gentle_slope",2,"Ctenochaetus striatus",0.01569,3.058599,26,"omnivore",2,"Acanthuridae","Grazer"
"Feb_21","Herald","Herald_1","T6",132.464,"Sufflamen","bursa",1,NA,"Stereo","Feb_21_Herald_1_T6",2021-02-15,-16.9711,149.12769,41.7,29.1,"slope_terrace","gentle_slope",2,"Sufflamen bursa",0.0257,2.94,25,"invertivore-mobile",2.9,"Balistidae","Benthic invertivore"
"Feb_21","Herald","Herald_1","T6",181.628,"Lutjanus","kasmira",44,NA,"Stereo","Feb_21_Herald_1_T6",2021-02-15,-16.9711,149.12769,41.7,29.1,"slope_terrace","gentle_slope",2,"Lutjanus kasmira",0.009214,3.186953,40,"invertivore-mobile",3.87,"Lutjanidae","Carnivore"
"Feb_21","Herald","Herald_1","T6",92.864,"Forcipiger","flavissimus",1,NA,"Stereo","Feb_21_Herald_1_T6",2021-02-15,-16.9711,149.12769,41.7,29.1,"slope_terrace","gentle_slope",2,"Forcipiger flavissimus",0.02188,3.02,22,"invertivore-mobile",3.38,"Chaetodontidae","Benthic invertivore"
"Feb_21","Herald","Herald_1","T6",199.657,"Heniochus","acuminatus",1,NA,"Stereo","Feb_21_Herald_1_T6",2021-02-15,-16.9711,149.12769,41.7,29.1,"slope_terrace","gentle_slope",2,"Heniochus acuminatus",0.025869,3.083976,25,"invertivore-mobile",3.45,"Chaetodontidae","Planktivore"
"Feb_21","Herald","Herald_1","T6",94.959,"Dascyllus","trimaculatus",3,NA,"Stereo","Feb_21_Herald_1_T6",2021-02-15,-16.9711,149.12769,41.7,29.1,"slope_terrace","gentle_slope",2,"Dascyllus trimaculatus",0.02577,3.04325,14,"planktivore",2.8,"Pomacentridae","Omnivore"
"Feb_21","Herald","Herald_1","T6",161.204,"Bodianus","axillaris",1,NA,"Stereo","Feb_21_Herald_1_T6",2021-02-15,-16.9711,149.12769,41.7,29.1,"slope_terrace","gentle_slope",2,"Bodianus axillaris",0.01202,3.06,20,"invertivore-mobile",3.42,"Labridae","Benthic invertivore"
"Feb_21","Herald","Herald_1","T6",267.462,"Bodianus","loxozonus",1,NA,"Stereo","Feb_21_Herald_1_T6",2021-02-15,-16.9711,149.12769,41.7,29.1,"slope_terrace","gentle_slope",2,"Bodianus loxozonus",0.01202,3.06,47,"invertivore-mobile",3.55,"Labridae","Benthic invertivore"
"Feb_21","Herald","Herald_1","T6",99.729,"Chromis","amboinensis",6,NA,"Stereo","Feb_21_Herald_1_T6",2021-02-15,-16.9711,149.12769,41.7,29.1,"slope_terrace","gentle_slope",2,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74,"Pomacentridae","Planktivore"
"Feb_21","Herald","Herald_1","T6",180.125,"Acanthurus","pyroferus",2,NA,"Stereo","Feb_21_Herald_1_T6",2021-02-15,-16.9711,149.12769,41.7,29.1,"slope_terrace","gentle_slope",2,"Acanthurus pyroferus",0.02291,2.96,29,"herbivore-detritivore",2,"Acanthuridae","Grazer"
"Feb_21","Herald","Herald_1","T6",250.561,"Lutjanus","kasmira",25,NA,"Stereo","Feb_21_Herald_1_T6",2021-02-15,-16.9711,149.12769,41.7,29.1,"slope_terrace","gentle_slope",2,"Lutjanus kasmira",0.009214,3.186953,40,"invertivore-mobile",3.87,"Lutjanidae","Carnivore"
"Feb_21","Herald","Herald_1","T6",219.781,"Gnathodentex","aureolineatus",27,NA,"Stereo","Feb_21_Herald_1_T6",2021-02-15,-16.9711,149.12769,41.7,29.1,"slope_terrace","gentle_slope",2,"Gnathodentex aureolineatus",0.014262,3.024904,30,"invertivore-mobile",3.65,"Lethrinidae","Benthic invertivore"
"Feb_21","Herald","Herald_1","T6",182.478,"Parupeneus","multifasciatus",1,NA,"Stereo","Feb_21_Herald_1_T6",2021-02-15,-16.9711,149.12769,41.7,29.1,"slope_terrace","gentle_slope",2,"Parupeneus multifasciatus",0.01136,3.211,35,"invertivore-mobile",3.61,"Mullidae","Benthic invertivore"
"Feb_21","Herald","Herald_1","T6",115.029,"Acanthurus","pyroferus",1,NA,"Stereo","Feb_21_Herald_1_T6",2021-02-15,-16.9711,149.12769,41.7,29.1,"slope_terrace","gentle_slope",2,"Acanthurus pyroferus",0.02291,2.96,29,"herbivore-detritivore",2,"Acanthuridae","Grazer"
"Feb_21","Herald","Herald_1","T6",143.754,"Ctenochaetus","striatus",3,NA,"Stereo","Feb_21_Herald_1_T6",2021-02-15,-16.9711,149.12769,41.7,29.1,"slope_terrace","gentle_slope",2,"Ctenochaetus striatus",0.01569,3.058599,26,"omnivore",2,"Acanthuridae","Grazer"
"Feb_21","Herald","Herald_1","T6",75.722,"Chromis","amboinensis",7,NA,"Stereo","Feb_21_Herald_1_T6",2021-02-15,-16.9711,149.12769,41.7,29.1,"slope_terrace","gentle_slope",2,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74,"Pomacentridae","Planktivore"
"Feb_21","Herald","Herald_1","T6",102.503,"Zebrasoma","scopas",1,NA,"Stereo","Feb_21_Herald_1_T6",2021-02-15,-16.9711,149.12769,41.7,29.1,"slope_terrace","gentle_slope",2,"Zebrasoma scopas",0.034129,2.939876,40,"herbivore-detritivore",2,"Acanthuridae","Grazer"
"Feb_21","Herald","Herald_1","T6",108.793,"Chromis","weberi",1,NA,"Stereo","Feb_21_Herald_1_T6",2021-02-15,-16.9711,149.12769,41.7,29.1,"slope_terrace","gentle_slope",2,"Chromis weberi",0.01778,2.99,13.5,"planktivore",3.4,"Pomacentridae","Planktivore"
"Feb_21","Herald","Herald_1","T6",126.139,"Genicanthus","watanabei",1,NA,"Stereo","Feb_21_Herald_1_T6",2021-02-15,-16.9711,149.12769,41.7,29.1,"slope_terrace","gentle_slope",2,"Genicanthus watanabei",0.0302,2.89,15,"planktivore",3.4,"Pomacanthidae","Omnivore"
"Feb_21","Herald","Herald_1","T6",141.016,"Cantherhines","dumerilii",1,NA,"Stereo","Feb_21_Herald_1_T6",2021-02-15,-16.9711,149.12769,41.7,29.1,"slope_terrace","gentle_slope",2,"Cantherhines dumerilii",0.0406,2.792,38,"omnivore",3.07,"Monacanthidae","Benthic invertivore"
"Feb_21","Herald","Herald_1","T6",174.193,"Acanthurus","pyroferus",2,NA,"Stereo","Feb_21_Herald_1_T6",2021-02-15,-16.9711,149.12769,41.7,29.1,"slope_terrace","gentle_slope",2,"Acanthurus pyroferus",0.02291,2.96,29,"herbivore-detritivore",2,"Acanthuridae","Grazer"
"Feb_21","Herald","Herald_1","T6",233.072,"Naso","lituratus",1,NA,"Stereo","Feb_21_Herald_1_T6",2021-02-15,-16.9711,149.12769,41.7,29.1,"slope_terrace","gentle_slope",2,"Naso lituratus",0.0324,2.94,46,"herbivore-macroalgae",2.32,"Acanthuridae","Browser"
"Feb_21","Herald","Herald_1","T6",146.049,"Acanthurus","pyroferus",1,NA,"Stereo","Feb_21_Herald_1_T6",2021-02-15,-16.9711,149.12769,41.7,29.1,"slope_terrace","gentle_slope",2,"Acanthurus pyroferus",0.02291,2.96,29,"herbivore-detritivore",2,"Acanthuridae","Grazer"
"Feb_21","Herald","Herald_1","T6",156.487,"Acanthurus","pyroferus",2,NA,"Stereo","Feb_21_Herald_1_T6",2021-02-15,-16.9711,149.12769,41.7,29.1,"slope_terrace","gentle_slope",2,"Acanthurus pyroferus",0.02291,2.96,29,"herbivore-detritivore",2,"Acanthuridae","Grazer"
"Feb_21","Herald","Herald_1","T6",135.119,"Genicanthus","melanospilos",2,NA,"Stereo","Feb_21_Herald_1_T6",2021-02-15,-16.9711,149.12769,41.7,29.1,"slope_terrace","gentle_slope",2,"Genicanthus melanospilos",0.0302,2.89,18,"planktivore",3.4,"Pomacanthidae","Omnivore"
"Feb_21","Herald","Herald_1","T6",133.779,"Forcipiger","flavissimus",1,NA,"Stereo","Feb_21_Herald_1_T6",2021-02-15,-16.9711,149.12769,41.7,29.1,"slope_terrace","gentle_slope",2,"Forcipiger flavissimus",0.02188,3.02,22,"invertivore-mobile",3.38,"Chaetodontidae","Benthic invertivore"
"Feb_21","Herald","Herald_1","T6",108.064,"Chromis","amboinensis",6,NA,"Stereo","Feb_21_Herald_1_T6",2021-02-15,-16.9711,149.12769,41.7,29.1,"slope_terrace","gentle_slope",2,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74,"Pomacentridae","Planktivore"
"Feb_21","Herald","Herald_1","T6",188.23,"Chaetodon","auriga",1,NA,"Stereo","Feb_21_Herald_1_T6",2021-02-15,-16.9711,149.12769,41.7,29.1,"slope_terrace","gentle_slope",2,"Chaetodon auriga",0.037129,2.873369,23,"omnivore",3.13,"Chaetodontidae","Omnivore"
"Feb_21","Herald","Herald_1","T6",128.192,"Parupeneus","cyclostomus",1,NA,"Stereo","Feb_21_Herald_1_T6",2021-02-15,-16.9711,149.12769,41.7,29.1,"slope_terrace","gentle_slope",2,"Parupeneus cyclostomus",0.0136,3.11,50,"piscivore",4.08,"Mullidae","Benthic invertivore"
"Feb_21","Herald","Herald_1","T7",497.758,"Lutjanus","bohar",1,NA,"Stereo","Feb_21_Herald_1_T7",2021-02-15,-16.9711,149.12769,40.5,29.1,"slope_terrace","gentle_slope",2,"Lutjanus bohar",0.013464,3.055209,90,"piscivore",4.27,"Lutjanidae","Piscivore"
"Feb_21","Herald","Herald_1","T7",158.318,"Oxycheilinus","unifasciatus",1,NA,"Stereo","Feb_21_Herald_1_T7",2021-02-15,-16.9711,149.12769,40.5,29.1,"slope_terrace","gentle_slope",2,"Oxycheilinus unifasciatus",0.0166,2.95,46,"piscivore",4.06,"Labridae","Carnivore"
"Feb_21","Herald","Herald_1","T7",109.784,"Bodianus","loxozonus",1,NA,"Stereo","Feb_21_Herald_1_T7",2021-02-15,-16.9711,149.12769,40.5,29.1,"slope_terrace","gentle_slope",2,"Bodianus loxozonus",0.01202,3.06,47,"invertivore-mobile",3.55,"Labridae","Benthic invertivore"
"Feb_21","Herald","Herald_1","T7",76.238,"Centropyge","heraldi",1,NA,"Stereo","Feb_21_Herald_1_T7",2021-02-15,-16.9711,149.12769,40.5,29.1,"slope_terrace","gentle_slope",2,"Centropyge heraldi",0.0302,2.89,12,"herbivore-detritivore",2.83,"Pomacanthidae","Grazer"
"Feb_21","Herald","Herald_1","T7",196.996,"Scarus","schlegeli",2,NA,"Stereo","Feb_21_Herald_1_T7",2021-02-15,-16.9711,149.12769,40.5,29.1,"slope_terrace","gentle_slope",2,"Scarus schlegeli",0.020801,3.00244,40,"herbivore-detritivore",2.75,"Labridae (Scarinae)","Scraper"
"Feb_21","Herald","Herald_1","T7",402.849,"Caranx","melampygus",1,NA,"Stereo","Feb_21_Herald_1_T7",2021-02-15,-16.9711,149.12769,40.5,29.1,"slope_terrace","gentle_slope",2,"Caranx melampygus",0.017067,2.943245,117,"piscivore",4.28,"Carangidae","Piscivore"
"Feb_21","Herald","Herald_1","T7",109.349,"Chromis","amboinensis",5,NA,"Stereo","Feb_21_Herald_1_T7",2021-02-15,-16.9711,149.12769,40.5,29.1,"slope_terrace","gentle_slope",2,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74,"Pomacentridae","Planktivore"
"Feb_21","Herald","Herald_1","T7",112.675,"Chaetodon","mertensii",1,NA,"Stereo","Feb_21_Herald_1_T7",2021-02-15,-16.9711,149.12769,40.5,29.1,"slope_terrace","gentle_slope",2,"Chaetodon mertensii",0.004261,3.800466,12.5,"invertivore-mobile",2.95,"Chaetodontidae","Omnivore"
"Feb_21","Herald","Herald_1","T7",136.429,"Centropyge","heraldi",1,NA,"Stereo","Feb_21_Herald_1_T7",2021-02-15,-16.9711,149.12769,40.5,29.1,"slope_terrace","gentle_slope",2,"Centropyge heraldi",0.0302,2.89,12,"herbivore-detritivore",2.83,"Pomacanthidae","Grazer"
"Feb_21","Herald","Herald_1","T7",717.911,"Cephalopholis","leopardus",1,NA,"Stereo","Feb_21_Herald_1_T7",2021-02-15,-16.9711,149.12769,40.5,29.1,"slope_terrace","gentle_slope",2,"Cephalopholis leopardus",0.01259,3.05,24,"piscivore",4.01,"Serranidae","Piscivore"
"Feb_21","Herald","Herald_1","T7",111.55,"Chaetodon","mertensii",1,NA,"Stereo","Feb_21_Herald_1_T7",2021-02-15,-16.9711,149.12769,40.5,29.1,"slope_terrace","gentle_slope",2,"Chaetodon mertensii",0.004261,3.800466,12.5,"invertivore-mobile",2.95,"Chaetodontidae","Omnivore"
"Feb_21","Herald","Herald_1","T7",152.008,"Pseudanthias","pleurotaenia",5,NA,"Stereo","Feb_21_Herald_1_T7",2021-02-15,-16.9711,149.12769,40.5,29.1,"slope_terrace","gentle_slope",2,"Pseudanthias pleurotaenia",0.00933,2.97,20,"planktivore",3.4,"Serranidae","Planktivore"
"Feb_21","Herald","Herald_1","T7",109.485,"Chaetodon","unimaculatus",1,NA,"Stereo","Feb_21_Herald_1_T7",2021-02-15,-16.9711,149.12769,40.5,29.1,"slope_terrace","gentle_slope",2,"Chaetodon unimaculatus",0.0533,2.83328,20,"invertivore-sessile",3.21,"Chaetodontidae","Corallivore"
"Feb_21","Herald","Herald_1","T7",183.99,"Acanthurus","pyroferus",2,NA,"Stereo","Feb_21_Herald_1_T7",2021-02-15,-16.9711,149.12769,40.5,29.1,"slope_terrace","gentle_slope",2,"Acanthurus pyroferus",0.02291,2.96,29,"herbivore-detritivore",2,"Acanthuridae","Grazer"
"Feb_21","Herald","Herald_1","T7",133.509,"Chromis","xanthochira",1,NA,"Stereo","Feb_21_Herald_1_T7",2021-02-15,-16.9711,149.12769,40.5,29.1,"slope_terrace","gentle_slope",2,"Chromis xanthochira",0.01778,2.99,14,"planktivore",2.72,"Pomacentridae","Planktivore"
"Feb_21","Herald","Herald_1","T7",124.065,"Chromis","xanthochira",1,NA,"Stereo","Feb_21_Herald_1_T7",2021-02-15,-16.9711,149.12769,40.5,29.1,"slope_terrace","gentle_slope",2,"Chromis xanthochira",0.01778,2.99,14,"planktivore",2.72,"Pomacentridae","Planktivore"
"Feb_21","Herald","Herald_1","T7",234.175,"Heniochus","acuminatus",2,NA,"Stereo","Feb_21_Herald_1_T7",2021-02-15,-16.9711,149.12769,40.5,29.1,"slope_terrace","gentle_slope",2,"Heniochus acuminatus",0.025869,3.083976,25,"invertivore-mobile",3.45,"Chaetodontidae","Planktivore"
"Feb_21","Herald","Herald_1","T7",144.959,"Parupeneus","multifasciatus",1,NA,"Stereo","Feb_21_Herald_1_T7",2021-02-15,-16.9711,149.12769,40.5,29.1,"slope_terrace","gentle_slope",2,"Parupeneus multifasciatus",0.01136,3.211,35,"invertivore-mobile",3.61,"Mullidae","Benthic invertivore"
"Feb_21","Herald","Herald_1","T7",170.275,"Lutjanus","kasmira",1,NA,"Stereo","Feb_21_Herald_1_T7",2021-02-15,-16.9711,149.12769,40.5,29.1,"slope_terrace","gentle_slope",2,"Lutjanus kasmira",0.009214,3.186953,40,"invertivore-mobile",3.87,"Lutjanidae","Carnivore"
"Feb_21","Herald","Herald_1","T7",155.011,"Acanthurus","pyroferus",1,NA,"Stereo","Feb_21_Herald_1_T7",2021-02-15,-16.9711,149.12769,40.5,29.1,"slope_terrace","gentle_slope",2,"Acanthurus pyroferus",0.02291,2.96,29,"herbivore-detritivore",2,"Acanthuridae","Grazer"
"Feb_21","Herald","Herald_1","T7",94.411,"Chromis","xanthochira",5,NA,"Stereo","Feb_21_Herald_1_T7",2021-02-15,-16.9711,149.12769,40.5,29.1,"slope_terrace","gentle_slope",2,"Chromis xanthochira",0.01778,2.99,14,"planktivore",2.72,"Pomacentridae","Planktivore"
"Feb_21","Herald","Herald_1","T7",103.077,"Oxycheilinus","unifasciatus",1,NA,"Stereo","Feb_21_Herald_1_T7",2021-02-15,-16.9711,149.12769,40.5,29.1,"slope_terrace","gentle_slope",2,"Oxycheilinus unifasciatus",0.0166,2.95,46,"piscivore",4.06,"Labridae","Carnivore"
"Feb_21","Herald","Herald_1","T7",208.503,"Acanthurus","olivaceus",1,NA,"Stereo","Feb_21_Herald_1_T7",2021-02-15,-16.9711,149.12769,40.5,29.1,"slope_terrace","gentle_slope",2,"Acanthurus olivaceus",0.01897,3.055,35,"herbivore-detritivore",2.26,"Acanthuridae","Grazer"
"Feb_21","Herald","Herald_1","T7",283.36,"Pterocaesio","tile",13,NA,"Stereo","Feb_21_Herald_1_T7",2021-02-15,-16.9711,149.12769,40.5,29.1,"slope_terrace","gentle_slope",2,"Pterocaesio tile",0.013,3.268,30,"planktivore",3.33,"Caesionidae","Planktivore"
"Feb_21","Herald","Herald_1","T7",323.762,"Lutjanus","monostigma",2,NA,"Stereo","Feb_21_Herald_1_T7",2021-02-15,-16.9711,149.12769,40.5,29.1,"slope_terrace","gentle_slope",2,"Lutjanus monostigma",0.018003,2.939851,60,"piscivore",4.27,"Lutjanidae","Carnivore"
"Feb_21","Herald","Herald_1","T7",452.834,"Naso","vlamingii",1,NA,"Stereo","Feb_21_Herald_1_T7",2021-02-15,-16.9711,149.12769,40.5,29.1,"slope_terrace","gentle_slope",2,"Naso vlamingii",0.03104,2.843,60,"planktivore",2.16,"Acanthuridae","Planktivore"
"Feb_21","Herald","Herald_1","T7",58.997,"Chromis","iomelas",8,NA,"Stereo","Feb_21_Herald_1_T7",2021-02-15,-16.9711,149.12769,40.5,29.1,"slope_terrace","gentle_slope",2,"Chromis iomelas",0.01221,3.094234,8,"planktivore",2.69,"Pomacentridae","Planktivore"
"Feb_21","Herald","Herald_1","T7",233.703,"Cantherhines","dumerilii",1,NA,"Stereo","Feb_21_Herald_1_T7",2021-02-15,-16.9711,149.12769,40.5,29.1,"slope_terrace","gentle_slope",2,"Cantherhines dumerilii",0.0406,2.792,38,"omnivore",3.07,"Monacanthidae","Benthic invertivore"
"Feb_21","Herald","Herald_1","T7",763.678,"Plectropomus","laevis",1,NA,"Stereo","Feb_21_Herald_1_T7",2021-02-15,-16.9711,149.12769,40.5,29.1,"slope_terrace","gentle_slope",2,"Plectropomus laevis",0.00523,3.23774,125,"piscivore",4.14,"Serranidae","Piscivore"
"Feb_21","Herald","Herald_1","T7",171.143,"Sufflamen","bursa",1,NA,"Stereo","Feb_21_Herald_1_T7",2021-02-15,-16.9711,149.12769,40.5,29.1,"slope_terrace","gentle_slope",2,"Sufflamen bursa",0.0257,2.94,25,"invertivore-mobile",2.9,"Balistidae","Benthic invertivore"
"Feb_21","Herald","Herald_1","T7",64.178,"Chromis","amboinensis",5,NA,"Stereo","Feb_21_Herald_1_T7",2021-02-15,-16.9711,149.12769,40.5,29.1,"slope_terrace","gentle_slope",2,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74,"Pomacentridae","Planktivore"
"Feb_21","Herald","Herald_1","T7",143.862,"Parupeneus","multifasciatus",1,NA,"Stereo","Feb_21_Herald_1_T7",2021-02-15,-16.9711,149.12769,40.5,29.1,"slope_terrace","gentle_slope",2,"Parupeneus multifasciatus",0.01136,3.211,35,"invertivore-mobile",3.61,"Mullidae","Benthic invertivore"
"Feb_21","Herald","Herald_1","T7",132.729,"Chromis","xanthochira",11,NA,"Stereo","Feb_21_Herald_1_T7",2021-02-15,-16.9711,149.12769,40.5,29.1,"slope_terrace","gentle_slope",2,"Chromis xanthochira",0.01778,2.99,14,"planktivore",2.72,"Pomacentridae","Planktivore"
"Feb_21","Herald","Herald_1","T7",109.47,"Dascyllus","trimaculatus",6,NA,"Stereo","Feb_21_Herald_1_T7",2021-02-15,-16.9711,149.12769,40.5,29.1,"slope_terrace","gentle_slope",2,"Dascyllus trimaculatus",0.02577,3.04325,14,"planktivore",2.8,"Pomacentridae","Omnivore"
"Feb_21","Herald","Herald_1","T7",136.995,"Acanthurus","pyroferus",3,NA,"Stereo","Feb_21_Herald_1_T7",2021-02-15,-16.9711,149.12769,40.5,29.1,"slope_terrace","gentle_slope",2,"Acanthurus pyroferus",0.02291,2.96,29,"herbivore-detritivore",2,"Acanthuridae","Grazer"
"Feb_21","Herald","Herald_1","T7",171.146,"Parupeneus","multifasciatus",5,NA,"Stereo","Feb_21_Herald_1_T7",2021-02-15,-16.9711,149.12769,40.5,29.1,"slope_terrace","gentle_slope",2,"Parupeneus multifasciatus",0.01136,3.211,35,"invertivore-mobile",3.61,"Mullidae","Benthic invertivore"
"Feb_21","Herald","Herald_1","T7",403.057,"Gymnocranius","euanus",1,NA,"Stereo","Feb_21_Herald_1_T7",2021-02-15,-16.9711,149.12769,40.5,29.1,"slope_terrace","gentle_slope",2,"Gymnocranius euanus",0.019829,2.926623,45,"invertivore-mobile",3.8,"Lethrinidae","Benthic invertivore"
"Feb_21","Herald","Herald_1","T7",417.888,"Naso","brevirostris",1,NA,"Stereo","Feb_21_Herald_1_T7",2021-02-15,-16.9711,149.12769,40.5,29.1,"slope_terrace","gentle_slope",2,"Naso brevirostris",0.032661,2.93798,60,"planktivore",2.22,"Acanthuridae","Planktivore"
