"Survey","Reef","Site","Drop","Frame","Depth","Comment","Genus","Species","Code","MaxN","Species_name","T_ID","Date","Lat","Long","Habitat","Aspect","Benthic_Complexity","Biomass Constant A","Biomass Constant B","Biomass Constant C","Max Length (cm)","Max Length Type","Trophic Level","Vulnerability","Regions","Climate Score","Trophic Group","Functional Group","Group Size","Family","Functional Group.X"
"Feb_21","Flinders","Flinders_S2","D2",7146,44,NA,"Naso","brevirostris",37437026,2,"Naso brevirostris","Feb_21_Flinders_S2_D2","17/02/2021",17.85253,148.46683,"lagoon",NA,NA,0.032661,2.93798,1,60,"fork length",2.22,33.32,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"planktivore","planktivore","large group","Acanthuridae","Planktivore"
"Feb_21","Flinders","Flinders_S2","D2",30147,44,NA,"Naso","lituratus",37437029,1,"Naso lituratus","Feb_21_Flinders_S2_D2","17/02/2021",17.85253,148.46683,"lagoon",NA,NA,0.0324,2.94,0.848176,46,"standard length",2.32,34.14,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"herbivore-macroalgae","browser","small group","Acanthuridae","Browser"
"Feb_21","Flinders","Flinders_S2","D2",30698,44,NA,"Balistapus","undulatus",37465047,1,"Balistapus undulatus","Feb_21_Flinders_S2_D2","17/02/2021",17.85253,148.46683,"lagoon",NA,NA,0.0565,2.947,0.840689,30,"total length",3.37,31.02,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","solitary","Balistidae","Benthic invertivore"
"Feb_21","Flinders","Flinders_S2","D2",50876,44,NA,"Sufflamen","fraenatum",37465014,1,"Sufflamen fraenatum","Feb_21_Flinders_S2_D2","17/02/2021",17.85253,148.46683,"lagoon",NA,NA,0.02972,2.957254,1,38,"total length",3.7,34.41,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","solitary","Balistidae","Benthic invertivore"
"Feb_21","Flinders","Flinders_S2","D2",19752,44,NA,"Pterocaesio","marri",37346068,5,"Pterocaesio marri","Feb_21_Flinders_S2_D2","17/02/2021",17.85253,148.46683,"lagoon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planktivore","planktivore",NA,"Caesionidae","Planktivore"
"Feb_21","Flinders","Flinders_S2","D2",9912,44,NA,"Carcharhinus","albimarginatus",37018027,1,"Carcharhinus albimarginatus","Feb_21_Flinders_S2_D2","17/02/2021",17.85253,148.46683,"lagoon",NA,NA,0.00437,3.1,1,300,"total length",4.48,75.92,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","piscivore","small group","Carcharhinidae","Piscivore"
"Feb_21","Flinders","Flinders_S2","D2",58449,44,NA,"Carcharhinus","amblyrhynchos",37018030,3,"Carcharhinus amblyrhynchos","Feb_21_Flinders_S2_D2","17/02/2021",17.85253,148.46683,"lagoon",NA,NA,0.005055,3.21133,1,255,"total length",4.5,84.96,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","medium group","Carcharhinidae","Piscivore"
"Feb_21","Flinders","Flinders_S2","D2",16943,44,NA,"Triaenodon","obesus",37018038,2,"Triaenodon obesus","Feb_21_Flinders_S2_D2","17/02/2021",17.85253,148.46683,"lagoon",NA,NA,0.001171,3.361543,1,213,"total length",4.36,82.54,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","small group","Carcharhinidae","Piscivore"
"Feb_21","Flinders","Flinders_S2","D2",27071,44,NA,"Chaetodon","auriga",37365019,2,"Chaetodon auriga","Feb_21_Flinders_S2_D2","17/02/2021",17.85253,148.46683,"lagoon",NA,NA,0.037129,2.873369,1,23,"total length",3.13,11.53,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"omnivore","micro-invertivore","pair","Chaetodontidae","Omnivore"
"Feb_21","Flinders","Flinders_S2","D2",32184,44,NA,"Chaetodon","lineolatus",37365041,2,"Chaetodon lineolatus","Feb_21_Flinders_S2_D2","17/02/2021",17.85253,148.46683,"lagoon",NA,NA,0.06926,2.62151,1,30,"total length",3.39,23.37,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-sessile","corallivore","pair","Chaetodontidae","Omnivore"
"Feb_21","Flinders","Flinders_S2","D2",33838,44,"mertensii","Chaetodon","mertensii",NA,2,"Chaetodon mertensii","Feb_21_Flinders_S2_D2","17/02/2021",17.85253,148.46683,"lagoon",NA,NA,0.004261,3.800466,1,12.5,"total length",2.95,10,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","pair","Chaetodontidae","Omnivore"
"Feb_21","Flinders","Flinders_S2","D2",50412,44,NA,"Heniochus","acuminatus",37365011,2,"Heniochus acuminatus","Feb_21_Flinders_S2_D2","17/02/2021",17.85253,148.46683,"lagoon",NA,NA,0.025869,3.083976,1,25,"total length",3.45,19.54,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","pair","Chaetodontidae","Planktivore"
"Feb_21","Flinders","Flinders_S2","D2",8840,44,"euanus","Gymnocranius","euanus",NA,3,"Gymnocranius euanus","Feb_21_Flinders_S2_D2","17/02/2021",17.85253,148.46683,"lagoon",NA,NA,0.019829,2.926623,1,45,"total length",3.8,40.48,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore",NA,"Lethrinidae","Benthic invertivore"
"Feb_21","Flinders","Flinders_S2","D2",23009,44,NA,"Lethrinus","erythracanthus",37351025,1,"Lethrinus erythracanthus","Feb_21_Flinders_S2_D2","17/02/2021",17.85253,148.46683,"lagoon",NA,NA,0.0183,3.02,0.959,70,"total length",3.41,46.28,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore",NA,"Lethrinidae","Carnivore"
"Feb_21","Flinders","Flinders_S2","D2",17583,44,NA,"Lethrinus","rubrioperculatus",37351012,1,"Lethrinus rubrioperculatus","Feb_21_Flinders_S2_D2","17/02/2021",17.85253,148.46683,"lagoon",NA,NA,0.01279,3.039657,1,50,"total length",3.83,39.56,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","small group","Lethrinidae","Carnivore"
"Feb_21","Flinders","Flinders_S2","D2",56556,44,NA,"Monotaxis","grandoculis",37351026,1,"Monotaxis grandoculis","Feb_21_Flinders_S2_D2","17/02/2021",17.85253,148.46683,"lagoon",NA,NA,0.041756,2.851508,0.95,60,"total length",3.4,42.33,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","medium group","Lethrinidae","Benthic invertivore"
"Feb_21","Flinders","Flinders_S2","D2",11664,44,NA,"Aprion","virescens",37346027,1,"Aprion virescens","Feb_21_Flinders_S2_D2","17/02/2021",17.85253,148.46683,"lagoon",NA,NA,0.012092,3.021243,1,112,"total length",4.28,61.35,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","small group","Lutjanidae","Piscivore"
"Feb_21","Flinders","Flinders_S2","D2",21610,44,NA,"Lutjanus","bohar",37346029,3,"Lutjanus bohar","Feb_21_Flinders_S2_D2","17/02/2021",17.85253,148.46683,"lagoon",NA,NA,0.013464,3.055209,1,90,"total length",4.27,68.83,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","medium group","Lutjanidae","Piscivore"
"Feb_21","Flinders","Flinders_S2","D2",31664,44,NA,"Macolor","macularis",37346047,1,"Macolor macularis","Feb_21_Flinders_S2_D2","17/02/2021",17.85253,148.46683,"lagoon",NA,NA,0.0274,2.91,0.921,60,"total length",3.97,38.55,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"planktivore","planktivore","medium group","Lutjanidae","Planktivore"
"Feb_21","Flinders","Flinders_S2","D2",10365,44,NA,"Parupeneus","pleurostigma",37355027,1,"Parupeneus pleurostigma","Feb_21_Flinders_S2_D2","17/02/2021",17.85253,148.46683,"lagoon",NA,NA,0.01202,3.09,1,33,"total length",3.4,30.4,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","small group","Mullidae","Benthic invertivore"
"Feb_21","Flinders","Flinders_S2","D2",47062,44,NA,"Pomacanthus","imperator",37365014,1,"Pomacanthus imperator","Feb_21_Flinders_S2_D2","17/02/2021",17.85253,148.46683,"lagoon",NA,NA,0.0371,2.968,1,40,"standard length",2.7,49.97,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-sessile","spongivore","solitary","Pomacanthidae","Benthic invertivore"
"Feb_21","Flinders","Flinders_S2","D2",26030,44,NA,"Plectropomus","laevis",37311079,1,"Plectropomus laevis","Feb_21_Flinders_S2_D2","17/02/2021",17.85253,148.46683,"lagoon",NA,NA,0.00523,3.23774,1,125,"total length",4.14,56.09,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore",NA,"Serranidae","Piscivore"
"Feb_21","Flinders","Flinders_S2","D2",55656,44,NA,"Variola","louti",37311166,1,"Variola louti","Feb_21_Flinders_S2_D2","17/02/2021",17.85253,148.46683,"lagoon",NA,NA,0.01107,3.076899,1,83,"total length",4,32.88,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore",NA,"Serranidae","Piscivore"
"Feb_21","Flinders","Flinders_S2","D3",12826,55,NA,"Acanthurus","dussumieri",37437008,1,"Acanthurus dussumieri","Feb_21_Flinders_S2_D3","17/02/2021",17.84878,148.46719,"lagoon",NA,NA,0.037995,2.83451,1,54,"total length",2,36.1,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"herbivore-detritivore","cropper/grazer","small group","Acanthuridae","Grazer"
"Feb_21","Flinders","Flinders_S2","D3",6002,55,NA,"Acanthurus","nigricauda",37437013,4,"Acanthurus nigricauda","Feb_21_Flinders_S2_D3","17/02/2021",17.84878,148.46719,"lagoon",NA,NA,0.015087,3.021904,1,40,"total length",2.99,24.96,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"herbivore-detritivore","cropper/grazer","small group","Acanthuridae","Grazer"
"Feb_21","Flinders","Flinders_S2","D3",53763,55,NA,"Pseudobalistes","flavimarginatus",37465071,1,"Pseudobalistes flavimarginatus","Feb_21_Flinders_S2_D3","17/02/2021",17.84878,148.46719,"lagoon",NA,NA,0.0257,2.94,1,60,"total length",2.78,29.47,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore",NA,"Balistidae","Benthic invertivore"
"Feb_21","Flinders","Flinders_S2","D3",59872,55,NA,"Caranx","melampygus",37337050,1,"Caranx melampygus","Feb_21_Flinders_S2_D3","17/02/2021",17.84878,148.46719,"lagoon",NA,NA,0.017067,2.943245,1,117,"fork length",4.28,50.49,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","small group","Carangidae","Piscivore"
"Feb_21","Flinders","Flinders_S2","D3",28332,55,NA,"Carcharhinus","amblyrhynchos",37018030,2,"Carcharhinus amblyrhynchos","Feb_21_Flinders_S2_D3","17/02/2021",17.84878,148.46719,"lagoon",NA,NA,0.005055,3.21133,1,255,"total length",4.5,84.96,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","medium group","Carcharhinidae","Piscivore"
"Feb_21","Flinders","Flinders_S2","D3",8046,55,"euanus","Gymnocranius","euanus",NA,4,"Gymnocranius euanus","Feb_21_Flinders_S2_D3","17/02/2021",17.84878,148.46719,"lagoon",NA,NA,0.019829,2.926623,1,45,"total length",3.8,40.48,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore",NA,"Lethrinidae","Benthic invertivore"
"Feb_21","Flinders","Flinders_S2","D3",60338,55,NA,"Lethrinus","olivaceus",37351004,1,"Lethrinus olivaceus","Feb_21_Flinders_S2_D3","17/02/2021",17.84878,148.46719,"lagoon",NA,NA,0.025937,2.829751,1,100,"total length",4.2,39.66,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","large group","Lethrinidae","Carnivore"
"Feb_21","Flinders","Flinders_S2","D3",11431,55,NA,"Lethrinus","semicinctus",37351016,2,"Lethrinus semicinctus","Feb_21_Flinders_S2_D3","17/02/2021",17.84878,148.46719,"lagoon",NA,NA,0.009019,3.094426,1,35,"total length",4.01,24.58,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","small group","Lethrinidae","Benthic invertivore"
"Feb_21","Flinders","Flinders_S2","D3",16902,55,NA,"Lutjanus","bohar",37346029,4,"Lutjanus bohar","Feb_21_Flinders_S2_D3","17/02/2021",17.84878,148.46719,"lagoon",NA,NA,0.013464,3.055209,1,90,"total length",4.27,68.83,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","medium group","Lutjanidae","Piscivore"
"Feb_21","Flinders","Flinders_S2","D3",20824,55,NA,"Parupeneus","multifasciatus",37355026,1,"Parupeneus multifasciatus","Feb_21_Flinders_S2_D3","17/02/2021",17.84878,148.46719,"lagoon",NA,NA,0.01136,3.211,0.933,35,"total length",3.61,21.22,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","small group","Mullidae","Benthic invertivore"
"Feb_21","Flinders","Flinders_S2","D3",57975,55,NA,"Parupeneus","pleurostigma",37355027,1,"Parupeneus pleurostigma","Feb_21_Flinders_S2_D3","17/02/2021",17.84878,148.46719,"lagoon",NA,NA,0.01202,3.09,1,33,"total length",3.4,30.4,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","small group","Mullidae","Benthic invertivore"
"Feb_21","Flinders","Flinders_S2","D3",14813,55,NA,"Acanthochromis","polyacanthus",37372015,2,"Acanthochromis polyacanthus","Feb_21_Flinders_S2_D3","17/02/2021",17.84878,148.46719,"lagoon",NA,NA,0.0429,3.045,0.667,14,"total length",2.69,25.07,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"omnivore","planktivore","small group","Pomacentridae","Planktivore"
"Feb_21","Flinders","Flinders_S2","D3",57786,55,"flavipinnis","Scarus","longipinnis",NA,3,"Scarus longipinnis","Feb_21_Flinders_S2_D3","17/02/2021",17.84878,148.46719,"lagoon",NA,NA,0.01445,3.04,1,40,"total length",2,30.24,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"herbivore-detritivore","scraper",NA,"Labridae (Scarinae)","Scraper"
"Feb_21","Flinders","Flinders_S2","D3",14238,55,NA,"Plectropomus","laevis",37311079,1,"Plectropomus laevis","Feb_21_Flinders_S2_D3","17/02/2021",17.84878,148.46719,"lagoon",NA,NA,0.00523,3.23774,1,125,"total length",4.14,56.09,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore",NA,"Serranidae","Piscivore"
"Feb_21","Flinders","Flinders_S2","D3",53938,55,NA,"Variola","louti",37311166,1,"Variola louti","Feb_21_Flinders_S2_D3","17/02/2021",17.84878,148.46719,"lagoon",NA,NA,0.01107,3.076899,1,83,"total length",4,32.88,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore",NA,"Serranidae","Piscivore"
"Feb_21","Flinders","Flinders_S2","D3",21793,55,NA,"Sphyraena","qenie",37382009,3,"Sphyraena qenie","Feb_21_Flinders_S2_D3","17/02/2021",17.84878,148.46719,"lagoon",NA,NA,0.00708,2.93,1,170,"total length",4.5,76.05,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","piscivore","large group","Sphyraenidae","Piscivore"
"Feb_21","Flinders","Flinders_S2","D5",12399,59,NA,"Acanthurus","dussumieri",37437008,3,"Acanthurus dussumieri","Feb_21_Flinders_S2_D5","17/02/2021",17.84355,148.46304,"lagoon",NA,NA,0.037995,2.83451,1,54,"total length",2,36.1,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"herbivore-detritivore","cropper/grazer","small group","Acanthuridae","Grazer"
"Feb_21","Flinders","Flinders_S2","D5",42755,59,NA,"Acanthurus","pyroferus",37437017,1,"Acanthurus pyroferus","Feb_21_Flinders_S2_D5","17/02/2021",17.84355,148.46304,"lagoon",NA,NA,0.02291,2.96,1,29,"total length",2,28.92,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"herbivore-detritivore","cropper/grazer","small group","Acanthuridae","Grazer"
"Feb_21","Flinders","Flinders_S2","D5",9366,59,NA,"Naso","brevirostris",37437026,1,"Naso brevirostris","Feb_21_Flinders_S2_D5","17/02/2021",17.84355,148.46304,"lagoon",NA,NA,0.032661,2.93798,1,60,"fork length",2.22,33.32,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"planktivore","planktivore","large group","Acanthuridae","Planktivore"
"Feb_21","Flinders","Flinders_S2","D5",5090,59,NA,"Naso","lituratus",37437029,1,"Naso lituratus","Feb_21_Flinders_S2_D5","17/02/2021",17.84355,148.46304,"lagoon",NA,NA,0.0324,2.94,0.848176,46,"standard length",2.32,34.14,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"herbivore-macroalgae","browser","small group","Acanthuridae","Browser"
"Feb_21","Flinders","Flinders_S2","D5",47392,59,NA,"Naso","vlamingii",37437032,3,"Naso vlamingii","Feb_21_Flinders_S2_D5","17/02/2021",17.84355,148.46304,"lagoon",NA,NA,0.03104,2.843,1,60,"total length",2.16,37.74,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"planktivore","planktivore","small group","Acanthuridae","Planktivore"
"Feb_21","Flinders","Flinders_S2","D5",11629,59,NA,"Balistoides","conspicillum",37465031,1,"Balistoides conspicillum","Feb_21_Flinders_S2_D5","17/02/2021",17.84355,148.46304,"lagoon",NA,NA,0.0257,2.94,1,50,"total length",3.31,39.31,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","solitary","Balistidae","Benthic invertivore"
"Feb_21","Flinders","Flinders_S2","D5",54176,59,NA,"Caranx","ignobilis",37337027,1,"Caranx ignobilis","Feb_21_Flinders_S2_D5","17/02/2021",17.84355,148.46304,"lagoon",NA,NA,0.012104,2.993242,1,170,"total length",4.48,82.12,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","piscivore","solitary","Carangidae","Piscivore"
"Feb_21","Flinders","Flinders_S2","D5",12271,59,NA,"Carcharhinus","albimarginatus",37018027,1,"Carcharhinus albimarginatus","Feb_21_Flinders_S2_D5","17/02/2021",17.84355,148.46304,"lagoon",NA,NA,0.00437,3.1,1,300,"total length",4.48,75.92,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","piscivore","small group","Carcharhinidae","Piscivore"
"Feb_21","Flinders","Flinders_S2","D5",12352,59,NA,"Chaetodon","auriga",37365019,2,"Chaetodon auriga","Feb_21_Flinders_S2_D5","17/02/2021",17.84355,148.46304,"lagoon",NA,NA,0.037129,2.873369,1,23,"total length",3.13,11.53,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"omnivore","micro-invertivore","pair","Chaetodontidae","Omnivore"
"Feb_21","Flinders","Flinders_S2","D5",11200,59,NA,"Heniochus","diphreutes",37365005,1,"Heniochus diphreutes","Feb_21_Flinders_S2_D5","17/02/2021",17.84355,148.46304,"lagoon",NA,NA,0.02188,3.02,1,21,"total length",3.4,15.7,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"planktivore","planktivore","medium group","Chaetodontidae","Planktivore"
"Feb_21","Flinders","Flinders_S2","D5",29421,59,"euanus","Gymnocranius","euanus",NA,4,"Gymnocranius euanus","Feb_21_Flinders_S2_D5","17/02/2021",17.84355,148.46304,"lagoon",NA,NA,0.019829,2.926623,1,45,"total length",3.8,40.48,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore",NA,"Lethrinidae","Benthic invertivore"
"Feb_21","Flinders","Flinders_S2","D5",20047,59,"microdon","Gymnocranius","microdon",NA,1,"Gymnocranius microdon","Feb_21_Flinders_S2_D5","17/02/2021",17.84355,148.46304,"lagoon",NA,NA,0.01778,2.97,1,45,"total length",3.39,35.94,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","small group","Lethrinidae","Benthic invertivore"
"Feb_21","Flinders","Flinders_S2","D5",23967,59,NA,"Lethrinus","olivaceus",37351004,1,"Lethrinus olivaceus","Feb_21_Flinders_S2_D5","17/02/2021",17.84355,148.46304,"lagoon",NA,NA,0.025937,2.829751,1,100,"total length",4.2,39.66,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","large group","Lethrinidae","Carnivore"
"Feb_21","Flinders","Flinders_S2","D5",13853,59,NA,"Monotaxis","grandoculis",37351026,1,"Monotaxis grandoculis","Feb_21_Flinders_S2_D5","17/02/2021",17.84355,148.46304,"lagoon",NA,NA,0.041756,2.851508,0.95,60,"total length",3.4,42.33,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","medium group","Lethrinidae","Benthic invertivore"
"Feb_21","Flinders","Flinders_S2","D5",24833,59,NA,"Aprion","virescens",37346027,1,"Aprion virescens","Feb_21_Flinders_S2_D5","17/02/2021",17.84355,148.46304,"lagoon",NA,NA,0.012092,3.021243,1,112,"total length",4.28,61.35,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","small group","Lutjanidae","Piscivore"
"Feb_21","Flinders","Flinders_S2","D5",47340,59,NA,"Lutjanus","bohar",37346029,2,"Lutjanus bohar","Feb_21_Flinders_S2_D5","17/02/2021",17.84355,148.46304,"lagoon",NA,NA,0.013464,3.055209,1,90,"total length",4.27,68.83,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","medium group","Lutjanidae","Piscivore"
"Feb_21","Flinders","Flinders_S2","D5",11678,59,NA,"Macolor","macularis",37346047,1,"Macolor macularis","Feb_21_Flinders_S2_D5","17/02/2021",17.84355,148.46304,"lagoon",NA,NA,0.0274,2.91,0.921,60,"total length",3.97,38.55,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"planktivore","planktivore","medium group","Lutjanidae","Planktivore"
"Feb_21","Flinders","Flinders_S2","D5",19885,59,NA,"Parupeneus","barberinus",37355022,1,"Parupeneus barberinus","Feb_21_Flinders_S2_D5","17/02/2021",17.84355,148.46304,"lagoon",NA,NA,0.00627,3.195,1,60,"total length",3.44,39.67,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","solitary","Mullidae","Benthic invertivore"
"Feb_21","Flinders","Flinders_S2","D5",16864,59,"aureofasciatus","Pentapodus","aureofasciatus",NA,3,"Pentapodus aureofasciatus","Feb_21_Flinders_S2_D5","17/02/2021",17.84355,148.46304,"lagoon",NA,NA,0.01514,2.97,1,25,"total length",3.5,24.26,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","small group","Nemipteridae","Carnivore"
"Feb_21","Flinders","Flinders_S2","D5",31759,59,"melanospilos","Genicanthus","melanospilos",NA,1,"Genicanthus melanospilos","Feb_21_Flinders_S2_D5","17/02/2021",17.84355,148.46304,"lagoon",NA,NA,0.0302,2.89,1,18,"total length",3.4,24.79,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"planktivore","planktivore","small group","Pomacanthidae","Omnivore"
"Feb_21","Flinders","Flinders_S2","D5",45582,59,NA,"Plectropomus","laevis",37311079,1,"Plectropomus laevis","Feb_21_Flinders_S2_D5","17/02/2021",17.84355,148.46304,"lagoon",NA,NA,0.00523,3.23774,1,125,"total length",4.14,56.09,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore",NA,"Serranidae","Piscivore"
"Feb_21","Flinders","Flinders_S2","D5",24833,59,NA,"Plectropomus","leopardus",37311078,2,"Plectropomus leopardus","Feb_21_Flinders_S2_D5","17/02/2021",17.84355,148.46304,"lagoon",NA,NA,0.009115,3.105091,1,120,"standard length",4.41,51.04,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","piscivore",NA,"Serranidae","Piscivore"
"Feb_21","Herald","Herald_1","D1",35771,42,NA,"Naso","hexacanthus",37437028,10,"Naso hexacanthus","Feb_21_Herald_1_D1","15/02/2021",16.97241,149.16846,"outer_reef",NA,NA,0.02411,2.882137,1,75,"fork length",3.06,41.45,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"planktivore","planktivore","large group","Acanthuridae","Planktivore"
"Feb_21","Herald","Herald_1","D1",14550,42,NA,"Balistoides","viridescens",37465048,1,"Balistoides viridescens","Feb_21_Herald_1_D1","15/02/2021",16.97241,149.16846,"outer_reef",NA,NA,0.02442,3.01828,1,75,"total length",3.33,54.36,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","solitary","Balistidae","Benthic invertivore"
"Feb_21","Herald","Herald_1","D1",41135,42,NA,"Odonus","niger",37465061,11,"Odonus niger","Feb_21_Herald_1_D1","15/02/2021",16.97241,149.16846,"outer_reef",NA,NA,0.0438,2.91,0.751,50,"total length",3.22,39.31,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"planktivore","planktivore","large group","Balistidae","Planktivore"
"Feb_21","Herald","Herald_1","D1",56741,42,NA,"Pseudobalistes","flavimarginatus",37465071,1,"Pseudobalistes flavimarginatus","Feb_21_Herald_1_D1","15/02/2021",16.97241,149.16846,"outer_reef",NA,NA,0.0257,2.94,1,60,"total length",2.78,29.47,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore",NA,"Balistidae","Benthic invertivore"
"Feb_21","Herald","Herald_1","D1",52154,42,NA,"Sufflamen","fraenatum",37465014,1,"Sufflamen fraenatum","Feb_21_Herald_1_D1","15/02/2021",16.97241,149.16846,"outer_reef",NA,NA,0.02972,2.957254,1,38,"total length",3.7,34.41,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","solitary","Balistidae","Benthic invertivore"
"Feb_21","Herald","Herald_1","D1",23143,42,NA,"Caranx","melampygus",37337050,1,"Caranx melampygus","Feb_21_Herald_1_D1","15/02/2021",16.97241,149.16846,"outer_reef",NA,NA,0.017067,2.943245,1,117,"fork length",4.28,50.49,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","small group","Carangidae","Piscivore"
