"Survey","Reef","Site","Transect","Length_mm","Family","Genus","Species","Number","Comment","T_ID","Date","Lat","Long","Depth","Temperature","Habitat","Aspect","Benthic_Complexity","Species_name","Biomass Constant A","Biomass Constant B","Max Length (cm)","Trophic Group","Trophic Level"
"Feb_21","Bougainville","BVille_1","T18",165.342,"Mullidae","Parupeneus","multifasciatus",1,NA,"Feb_21_BVille_1_T18",2021-02-22,-15.48724,147.09035,28.5,29.1,"outer_reef","wall",4,"Parupeneus multifasciatus",0.01136,3.211,35,"invertivore-mobile",3.61
"Feb_21","Bougainville","BVille_1","T18",69.767,"Labridae","Labroides","dimidiatus",1,NA,"Feb_21_BVille_1_T18",2021-02-22,-15.48724,147.09035,28.5,29.1,"outer_reef","wall",4,"Labroides dimidiatus",0.006669,3.172365,14,"invertivore-mobile",3.85
"Feb_21","Bougainville","BVille_1","T18",178.052,"Acanthuridae","Acanthurus","thompsoni",1,NA,"Feb_21_BVille_1_T18",2021-02-22,-15.48724,147.09035,28.5,29.1,"outer_reef","wall",4,"Acanthurus thompsoni",0.01698,2.99,27,"planktivore",3.64
"Feb_21","Bougainville","BVille_1","T18",76.461,"Pomacentridae","Chromis","amboinensis",12,NA,"Feb_21_BVille_1_T18",2021-02-22,-15.48724,147.09035,28.5,29.1,"outer_reef","wall",4,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74
"Feb_21","Bougainville","BVille_1","T18",74.553,"Pomacentridae","Chromis","ternatensis",8,NA,"Feb_21_BVille_1_T18",2021-02-22,-15.48724,147.09035,28.5,29.1,"outer_reef","wall",4,"Chromis ternatensis",0.014635,3.1485,10.5,"planktivore",3.4
"Feb_21","Bougainville","BVille_1","T18",333.383,"Acanthuridae","Acanthurus","blochii",1,NA,"Feb_21_BVille_1_T18",2021-02-22,-15.48724,147.09035,28.5,29.1,"outer_reef","wall",4,"Acanthurus blochii",0.014365,3.073704,45,"herbivore-detritivore",2
"Feb_21","Bougainville","BVille_1","T19",451.203,"Lutjanidae","Macolor","niger",1,NA,"Feb_21_BVille_1_T19",2021-02-22,-15.48724,147.09035,22.3,29.2,"outer_reef","wall",3,"Macolor niger",0.0217,2.97,75,"planktivore",4.01
"Feb_21","Bougainville","BVille_1","T19",73.055,"Pomacentridae","Chromis","amboinensis",2,NA,"Feb_21_BVille_1_T19",2021-02-22,-15.48724,147.09035,22.3,29.2,"outer_reef","wall",3,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74
"Feb_21","Bougainville","BVille_1","T19",107.812,"Pomacentridae","Chromis","alpha",4,NA,"Feb_21_BVille_1_T19",2021-02-22,-15.48724,147.09035,22.3,29.2,"outer_reef","wall",3,"Chromis alpha",0.01778,2.99,8.5,"planktivore",3
"Feb_21","Bougainville","BVille_1","T19",225.895,"Acanthuridae","Acanthurus","thompsoni",3,NA,"Feb_21_BVille_1_T19",2021-02-22,-15.48724,147.09035,22.3,29.2,"outer_reef","wall",3,"Acanthurus thompsoni",0.01698,2.99,27,"planktivore",3.64
"Feb_21","Bougainville","BVille_1","T19",142.517,"Chaetodontidae","Hemitaurichthys","polylepis",2,NA,"Feb_21_BVille_1_T19",2021-02-22,-15.48724,147.09035,22.3,29.2,"outer_reef","wall",3,"Hemitaurichthys polylepis",0.02188,3.02,18,"planktivore",3.4
"Feb_21","Bougainville","BVille_1","T19",79.413,"Pomacentridae","Acanthochromis","polyacanthus",4,NA,"Feb_21_BVille_1_T19",2021-02-22,-15.48724,147.09035,22.3,29.2,"outer_reef","wall",3,"Acanthochromis polyacanthus",0.0429,3.045,14,"omnivore",2.69
"Feb_21","Bougainville","BVille_1","T19",62.017,"Pomacentridae","Chromis","amboinensis",6,NA,"Feb_21_BVille_1_T19",2021-02-22,-15.48724,147.09035,22.3,29.2,"outer_reef","wall",3,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74
"Feb_21","Bougainville","BVille_1","T19",71.581,"Chaetodontidae","Chaetodon","pelewensis",2,NA,"Feb_21_BVille_1_T19",2021-02-22,-15.48724,147.09035,22.3,29.2,"outer_reef","wall",3,"Chaetodon pelewensis",0.026346,3.094727,12.5,"invertivore-mobile",2.92
"Feb_21","Bougainville","BVille_1","T19",108.418,"Serranidae","Pseudanthias","pleurotaenia",3,NA,"Feb_21_BVille_1_T19",2021-02-22,-15.48724,147.09035,22.3,29.2,"outer_reef","wall",3,"Pseudanthias pleurotaenia",0.00933,2.97,20,"planktivore",3.4
"Feb_21","Bougainville","BVille_1","T19",156.366,"Pomacentridae","Chromis","xanthura",1,NA,"Feb_21_BVille_1_T19",2021-02-22,-15.48724,147.09035,22.3,29.2,"outer_reef","wall",3,"Chromis xanthura",0.0166,2.95,17,"planktivore",3.4
"Feb_21","Bougainville","BVille_1","T19",142.411,"Chaetodontidae","Chaetodon","lunulatus",2,NA,"Feb_21_BVille_1_T19",2021-02-22,-15.48724,147.09035,22.3,29.2,"outer_reef","wall",3,"Chaetodon lunulatus",0.031917,3.039268,14,"invertivore-sessile",3.34
"Feb_21","Bougainville","BVille_1","T19",105.5,"Pomacentridae","Chromis","alpha",6,NA,"Feb_21_BVille_1_T19",2021-02-22,-15.48724,147.09035,22.3,29.2,"outer_reef","wall",3,"Chromis alpha",0.01778,2.99,8.5,"planktivore",3
"Feb_21","Bougainville","BVille_1","T19",113.538,"Chaetodontidae","Forcipiger","flavissimus",1,NA,"Feb_21_BVille_1_T19",2021-02-22,-15.48724,147.09035,22.3,29.2,"outer_reef","wall",3,"Forcipiger flavissimus",0.02188,3.02,22,"invertivore-mobile",3.38
"Feb_21","Bougainville","BVille_1","T19",72.614,"Pomacentridae","Chromis","amboinensis",12,NA,"Feb_21_BVille_1_T19",2021-02-22,-15.48724,147.09035,22.3,29.2,"outer_reef","wall",3,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74
"Feb_21","Bougainville","BVille_1","T19",112.203,"Acanthuridae","Acanthurus","nigrofuscus",1,NA,"Feb_21_BVille_1_T19",2021-02-22,-15.48724,147.09035,22.3,29.2,"outer_reef","wall",3,"Acanthurus nigrofuscus",0.014309,3.096389,21,"herbivore-detritivore",2
"Feb_21","Bougainville","BVille_1","T19",182.704,"Pomacanthidae","Pygoplites","diacanthus",1,NA,"Feb_21_BVille_1_T19",2021-02-22,-15.48724,147.09035,22.3,29.2,"outer_reef","wall",3,"Pygoplites diacanthus",0.0302,2.89,25,"invertivore-sessile",2.69
"Feb_21","Bougainville","BVille_1","T19",118.216,"Chaetodontidae","Hemitaurichthys","polylepis",1,NA,"Feb_21_BVille_1_T19",2021-02-22,-15.48724,147.09035,22.3,29.2,"outer_reef","wall",3,"Hemitaurichthys polylepis",0.02188,3.02,18,"planktivore",3.4
"Feb_21","Bougainville","BVille_1","T19",178.958,"Acanthuridae","Acanthurus","thompsoni",2,NA,"Feb_21_BVille_1_T19",2021-02-22,-15.48724,147.09035,22.3,29.2,"outer_reef","wall",3,"Acanthurus thompsoni",0.01698,2.99,27,"planktivore",3.64
"Feb_21","Bougainville","BVille_1","T19",74.829,"Pomacentridae","Chromis","amboinensis",6,NA,"Feb_21_BVille_1_T19",2021-02-22,-15.48724,147.09035,22.3,29.2,"outer_reef","wall",3,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74
"Feb_21","Bougainville","BVille_1","T19",367.939,"Lutjanidae","Macolor","niger",1,NA,"Feb_21_BVille_1_T19",2021-02-22,-15.48724,147.09035,22.3,29.2,"outer_reef","wall",3,"Macolor niger",0.0217,2.97,75,"planktivore",4.01
"Feb_21","Bougainville","BVille_1","T19",110.178,"Pomacentridae","Chromis","xanthochira",3,NA,"Feb_21_BVille_1_T19",2021-02-22,-15.48724,147.09035,22.3,29.2,"outer_reef","wall",3,"Chromis xanthochira",0.01778,2.99,14,"planktivore",2.72
"Feb_21","Bougainville","BVille_1","T1",187.3,"Carcharhinidae","Carcharhinus","amblyrhynchos",1,NA,"Feb_21_BVille_1_T1",2021-02-22,-15.48724,147.09035,65,27.5,"outer_reef","steep_slope",5,"Carcharhinus amblyrhynchos",0.005055,3.21133,255,"piscivore",4.5
"Feb_21","Bougainville","BVille_1","T1",58.3,"Carangidae","Caranx","lugubris",1,NA,"Feb_21_BVille_1_T1",2021-02-22,-15.48724,147.09035,65,27.5,"outer_reef","steep_slope",5,"Caranx lugubris",0.01449,2.90695,100,"piscivore",4
"Feb_21","Bougainville","BVille_1","T1",5.6,"Pomacentridae","Chromis","amboinensis",4,NA,"Feb_21_BVille_1_T1",2021-02-22,-15.48724,147.09035,65,27.5,"outer_reef","steep_slope",5,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74
"Feb_21","Bougainville","BVille_1","T1",13.2,"Serranidae","Pseudanthias","pleurotaenia",3,NA,"Feb_21_BVille_1_T1",2021-02-22,-15.48724,147.09035,65,27.5,"outer_reef","steep_slope",5,"Pseudanthias pleurotaenia",0.00933,2.97,20,"planktivore",3.4
"Feb_21","Bougainville","BVille_1","T1",11.4,"Pomacentridae","Acanthochromis","polyacanthus",5,NA,"Feb_21_BVille_1_T1",2021-02-22,-15.48724,147.09035,65,27.5,"outer_reef","steep_slope",5,"Acanthochromis polyacanthus",0.0429,3.045,14,"omnivore",2.69
"Feb_21","Bougainville","BVille_1","T1",10.2,"Pomacentridae","Acanthochromis","polyacanthus",4,NA,"Feb_21_BVille_1_T1",2021-02-22,-15.48724,147.09035,65,27.5,"outer_reef","steep_slope",5,"Acanthochromis polyacanthus",0.0429,3.045,14,"omnivore",2.69
"Feb_21","Bougainville","BVille_1","T1",16.7,"Acanthuridae","Acanthurus","thompsoni",1,NA,"Feb_21_BVille_1_T1",2021-02-22,-15.48724,147.09035,65,27.5,"outer_reef","steep_slope",5,"Acanthurus thompsoni",0.01698,2.99,27,"planktivore",3.64
"Feb_21","Bougainville","BVille_1","T1",6.1,"Pomacentridae","Chromis","amboinensis",4,NA,"Feb_21_BVille_1_T1",2021-02-22,-15.48724,147.09035,65,27.5,"outer_reef","steep_slope",5,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74
"Feb_21","Bougainville","BVille_1","T1",4.3,"Pomacentridae","Chromis","margaritifer",3,NA,"Feb_21_BVille_1_T1",2021-02-22,-15.48724,147.09035,65,27.5,"outer_reef","steep_slope",5,"Chromis margaritifer",0.01778,2.99,9,"omnivore",2.95
"Feb_21","Bougainville","BVille_1","T1",7.3,"Pomacentridae","Acanthochromis","polyacanthus",6,NA,"Feb_21_BVille_1_T1",2021-02-22,-15.48724,147.09035,65,27.5,"outer_reef","steep_slope",5,"Acanthochromis polyacanthus",0.0429,3.045,14,"omnivore",2.69
"Feb_21","Bougainville","BVille_1","T1",6.7,"Pomacentridae","Chromis","amboinensis",8,NA,"Feb_21_BVille_1_T1",2021-02-22,-15.48724,147.09035,65,27.5,"outer_reef","steep_slope",5,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74
"Feb_21","Bougainville","BVille_1","T1",13.2,"Serranidae","Pseudanthias","pleurotaenia",4,NA,"Feb_21_BVille_1_T1",2021-02-22,-15.48724,147.09035,65,27.5,"outer_reef","steep_slope",5,"Pseudanthias pleurotaenia",0.00933,2.97,20,"planktivore",3.4
"Feb_21","Bougainville","BVille_1","T1",10.3,"Chaetodontidae","Chaetodon","kleinii",2,NA,"Feb_21_BVille_1_T1",2021-02-22,-15.48724,147.09035,65,27.5,"outer_reef","steep_slope",5,"Chaetodon kleinii",0.0449,3.036,15,"omnivore",3.18
"Feb_21","Bougainville","BVille_1","T1",10.2,"Pomacentridae","Acanthochromis","polyacanthus",2,NA,"Feb_21_BVille_1_T1",2021-02-22,-15.48724,147.09035,65,27.5,"outer_reef","steep_slope",5,"Acanthochromis polyacanthus",0.0429,3.045,14,"omnivore",2.69
"Feb_21","Bougainville","BVille_1","T1",12.6,"Serranidae","Pseudanthias","pleurotaenia",4,NA,"Feb_21_BVille_1_T1",2021-02-22,-15.48724,147.09035,65,27.5,"outer_reef","steep_slope",5,"Pseudanthias pleurotaenia",0.00933,2.97,20,"planktivore",3.4
"Feb_21","Bougainville","BVille_1","T2",22.3,"Balistidae","Sufflamen","fraenatum",1,NA,"Feb_21_BVille_1_T2",2021-02-22,-15.48724,147.09035,66.7,27.5,"outer_reef","wall",5,"Sufflamen fraenatum",0.02972,2.957254,38,"invertivore-mobile",3.7
"Feb_21","Bougainville","BVille_1","T2",15.3,"Chaetodontidae","Forcipiger","flavissimus",2,NA,"Feb_21_BVille_1_T2",2021-02-22,-15.48724,147.09035,66.7,27.5,"outer_reef","wall",5,"Forcipiger flavissimus",0.02188,3.02,22,"invertivore-mobile",3.38
"Feb_21","Bougainville","BVille_1","T2",6.3,"Pomacentridae","Chromis","amboinensis",5,NA,"Feb_21_BVille_1_T2",2021-02-22,-15.48724,147.09035,66.7,27.5,"outer_reef","wall",5,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74
"Feb_21","Bougainville","BVille_1","T2",193.2,"Carcharhinidae","Carcharhinus","amblyrhynchos",1,NA,"Feb_21_BVille_1_T2",2021-02-22,-15.48724,147.09035,66.7,27.5,"outer_reef","wall",5,"Carcharhinus amblyrhynchos",0.005055,3.21133,255,"piscivore",4.5
"Feb_21","Bougainville","BVille_1","T2",18.4,"Zanclidae","Zanclus","cornutus",1,NA,"Feb_21_BVille_1_T2",2021-02-22,-15.48724,147.09035,66.7,27.5,"outer_reef","wall",5,"Zanclus cornutus",0.0147,3.36991,23,"invertivore-mobile",2.49
"Feb_21","Bougainville","BVille_1","T2",21.3,"Mullidae","Parupeneus","multifasciatus",1,NA,"Feb_21_BVille_1_T2",2021-02-22,-15.48724,147.09035,66.7,27.5,"outer_reef","wall",5,"Parupeneus multifasciatus",0.01136,3.211,35,"invertivore-mobile",3.61
"Feb_21","Bougainville","BVille_1","T2",17.4,"Chaetodontidae","Forcipiger","flavissimus",1,NA,"Feb_21_BVille_1_T2",2021-02-22,-15.48724,147.09035,66.7,27.5,"outer_reef","wall",5,"Forcipiger flavissimus",0.02188,3.02,22,"invertivore-mobile",3.38
"Feb_21","Bougainville","BVille_1","T2",14.6,"Serranidae","Cephalopholis","leopardus",1,NA,"Feb_21_BVille_1_T2",2021-02-22,-15.48724,147.09035,66.7,27.5,"outer_reef","wall",5,"Cephalopholis leopardus",0.01259,3.05,24,"piscivore",4.01
"Feb_21","Bougainville","BVille_1","T2",11.2,"Pomacentridae","Chromis","xanthochira",4,NA,"Feb_21_BVille_1_T2",2021-02-22,-15.48724,147.09035,66.7,27.5,"outer_reef","wall",5,"Chromis xanthochira",0.01778,2.99,14,"planktivore",2.72
"Feb_21","Bougainville","BVille_1","T2",28.7,"Scaridae","Scarus","chameleon",1,NA,"Feb_21_BVille_1_T2",2021-02-22,-15.48724,147.09035,66.7,27.5,"outer_reef","wall",5,"Scarus chameleon",0.01445,3.04,31,"herbivore-detritivore",2
"Feb_21","Bougainville","BVille_1","T2",10.3,"Pomacentridae","Acanthochromis","polyacanthus",6,NA,"Feb_21_BVille_1_T2",2021-02-22,-15.48724,147.09035,66.7,27.5,"outer_reef","wall",5,"Acanthochromis polyacanthus",0.0429,3.045,14,"omnivore",2.69
"Feb_21","Bougainville","BVille_1","T2",4.1,"Pomacentridae","Chromis","margaritifer",4,NA,"Feb_21_BVille_1_T2",2021-02-22,-15.48724,147.09035,66.7,27.5,"outer_reef","wall",5,"Chromis margaritifer",0.01778,2.99,9,"omnivore",2.95
"Feb_21","Bougainville","BVille_1","T2",5.6,"Pomacentridae","Chromis","amboinensis",6,NA,"Feb_21_BVille_1_T2",2021-02-22,-15.48724,147.09035,66.7,27.5,"outer_reef","wall",5,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74
"Feb_21","Bougainville","BVille_1","T2",16.9,"Chaetodontidae","Forcipiger","flavissimus",1,NA,"Feb_21_BVille_1_T2",2021-02-22,-15.48724,147.09035,66.7,27.5,"outer_reef","wall",5,"Forcipiger flavissimus",0.02188,3.02,22,"invertivore-mobile",3.38
"Feb_21","Bougainville","BVille_1","T2",4.3,"Pomacentridae","Chromis","margaritifer",4,NA,"Feb_21_BVille_1_T2",2021-02-22,-15.48724,147.09035,66.7,27.5,"outer_reef","wall",5,"Chromis margaritifer",0.01778,2.99,9,"omnivore",2.95
"Feb_21","Bougainville","BVille_1","T2",13.4,"Serranidae","Pseudanthias","pleurotaenia",4,NA,"Feb_21_BVille_1_T2",2021-02-22,-15.48724,147.09035,66.7,27.5,"outer_reef","wall",5,"Pseudanthias pleurotaenia",0.00933,2.97,20,"planktivore",3.4
"Feb_21","Bougainville","BVille_1","T2",4.6,"Pomacentridae","Chromis","margaritifer",4,NA,"Feb_21_BVille_1_T2",2021-02-22,-15.48724,147.09035,66.7,27.5,"outer_reef","wall",5,"Chromis margaritifer",0.01778,2.99,9,"omnivore",2.95
"Feb_21","Bougainville","BVille_1","T2",6.3,"Pomacentridae","Chromis","amboinensis",8,NA,"Feb_21_BVille_1_T2",2021-02-22,-15.48724,147.09035,66.7,27.5,"outer_reef","wall",5,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74
"Feb_21","Bougainville","BVille_1","T2",14.2,"Labridae","Oxycheilinus","orientalis",1,NA,"Feb_21_BVille_1_T2",2021-02-22,-15.48724,147.09035,66.7,27.5,"outer_reef","wall",5,"Oxycheilinus orientalis",0.0166,2.95,20,"piscivore",3.8
"Feb_21","Bougainville","BVille_1","T3",68.3,"Carangidae","Caranx","melampygus",1,NA,"Feb_21_BVille_1_T3",2021-02-22,-15.48724,147.09035,66.3,27.5,"outer_reef","wall",5,"Caranx melampygus",0.017067,2.943245,117,"piscivore",4.28
"Feb_21","Bougainville","BVille_1","T3",5.8,"Pomacentridae","Chromis","amboinensis",6,NA,"Feb_21_BVille_1_T3",2021-02-22,-15.48724,147.09035,66.3,27.5,"outer_reef","wall",5,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74
"Feb_21","Bougainville","BVille_1","T3",17.2,"Serranidae","Cephalopholis","leopardus",1,NA,"Feb_21_BVille_1_T3",2021-02-22,-15.48724,147.09035,66.3,27.5,"outer_reef","wall",5,"Cephalopholis leopardus",0.01259,3.05,24,"piscivore",4.01
"Feb_21","Bougainville","BVille_1","T3",8.2,"Pomacentridae","Chromis","amboinensis",6,NA,"Feb_21_BVille_1_T3",2021-02-22,-15.48724,147.09035,66.3,27.5,"outer_reef","wall",5,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74
"Feb_21","Bougainville","BVille_1","T3",25.2,"Mullidae","Parupeneus","multifasciatus",1,NA,"Feb_21_BVille_1_T3",2021-02-22,-15.48724,147.09035,66.3,27.5,"outer_reef","wall",5,"Parupeneus multifasciatus",0.01136,3.211,35,"invertivore-mobile",3.61
"Feb_21","Bougainville","BVille_1","T3",4.5,"Pomacentridae","Chromis","margaritifer",4,NA,"Feb_21_BVille_1_T3",2021-02-22,-15.48724,147.09035,66.3,27.5,"outer_reef","wall",5,"Chromis margaritifer",0.01778,2.99,9,"omnivore",2.95
"Feb_21","Bougainville","BVille_1","T3",15.4,"Chaetodontidae","Forcipiger","flavissimus",1,NA,"Feb_21_BVille_1_T3",2021-02-22,-15.48724,147.09035,66.3,27.5,"outer_reef","wall",5,"Forcipiger flavissimus",0.02188,3.02,22,"invertivore-mobile",3.38
"Feb_21","Bougainville","BVille_1","T3",13.2,"Serranidae","Pseudanthias","pleurotaenia",3,NA,"Feb_21_BVille_1_T3",2021-02-22,-15.48724,147.09035,66.3,27.5,"outer_reef","wall",5,"Pseudanthias pleurotaenia",0.00933,2.97,20,"planktivore",3.4
"Feb_21","Bougainville","BVille_1","T3",10.3,"Pomacentridae","Acanthochromis","polyacanthus",8,NA,"Feb_21_BVille_1_T3",2021-02-22,-15.48724,147.09035,66.3,27.5,"outer_reef","wall",5,"Acanthochromis polyacanthus",0.0429,3.045,14,"omnivore",2.69
"Feb_21","Bougainville","BVille_1","T3",5.1,"Pomacentridae","Chromis","margaritifer",5,NA,"Feb_21_BVille_1_T3",2021-02-22,-15.48724,147.09035,66.3,27.5,"outer_reef","wall",5,"Chromis margaritifer",0.01778,2.99,9,"omnivore",2.95
"Feb_21","Bougainville","BVille_1","T3",23.2,"Labridae","Oxycheilinus","unifasciatus",1,NA,"Feb_21_BVille_1_T3",2021-02-22,-15.48724,147.09035,66.3,27.5,"outer_reef","wall",5,"Oxycheilinus unifasciatus",0.0166,2.95,46,"piscivore",4.06
"Feb_21","Bougainville","BVille_1","T3",6.1,"Pomacentridae","Chromis","amboinensis",7,NA,"Feb_21_BVille_1_T3",2021-02-22,-15.48724,147.09035,66.3,27.5,"outer_reef","wall",5,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74
"Feb_21","Bougainville","BVille_1","T3",12.4,"Labridae","Oxycheilinus","digramma",1,NA,"Feb_21_BVille_1_T3",2021-02-22,-15.48724,147.09035,66.3,27.5,"outer_reef","wall",5,"Oxycheilinus digramma",0.0389,2.847,40,"piscivore",3.7
"Feb_21","Bougainville","BVille_1","T3",16.4,"Serranidae","Cephalopholis","leopardus",1,NA,"Feb_21_BVille_1_T3",2021-02-22,-15.48724,147.09035,66.3,27.5,"outer_reef","wall",5,"Cephalopholis leopardus",0.01259,3.05,24,"piscivore",4.01
"Feb_21","Bougainville","BVille_1","T3",23.3,"Mullidae","Parupeneus","multifasciatus",1,NA,"Feb_21_BVille_1_T3",2021-02-22,-15.48724,147.09035,66.3,27.5,"outer_reef","wall",5,"Parupeneus multifasciatus",0.01136,3.211,35,"invertivore-mobile",3.61
"Feb_21","Bougainville","BVille_1","T3",6.6,"Pomacentridae","Chromis","amboinensis",5,NA,"Feb_21_BVille_1_T3",2021-02-22,-15.48724,147.09035,66.3,27.5,"outer_reef","wall",5,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74
"Feb_21","Bougainville","BVille_1","T4",10.2,"Pomacentridae","Acanthochromis","polyacanthus",4,NA,"Feb_21_BVille_1_T4",2021-02-22,-15.48724,147.09035,67.8,27.5,"outer_reef","wall",5,"Acanthochromis polyacanthus",0.0429,3.045,14,"omnivore",2.69
"Feb_21","Bougainville","BVille_1","T4",10.2,"Serranidae","Pseudanthias","tuka",6,NA,"Feb_21_BVille_1_T4",2021-02-22,-15.48724,147.09035,67.8,27.5,"outer_reef","wall",5,"Pseudanthias tuka",0.00933,2.97,12,"planktivore",3.57
"Feb_21","Bougainville","BVille_1","T4",6.4,"Pomacentridae","Chromis","amboinensis",14,NA,"Feb_21_BVille_1_T4",2021-02-22,-15.48724,147.09035,67.8,27.5,"outer_reef","wall",5,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74
"Feb_21","Bougainville","BVille_1","T4",21.4,"Labridae","Bodianus","anthioides",1,NA,"Feb_21_BVille_1_T4",2021-02-22,-15.48724,147.09035,67.8,27.5,"outer_reef","wall",5,"Bodianus anthioides",0.01202,3.06,24,"invertivore-mobile",3.44
"Feb_21","Bougainville","BVille_1","T4",23.6,"Mullidae","Parupeneus","multifasciatus",1,NA,"Feb_21_BVille_1_T4",2021-02-22,-15.48724,147.09035,67.8,27.5,"outer_reef","wall",5,"Parupeneus multifasciatus",0.01136,3.211,35,"invertivore-mobile",3.61
"Feb_21","Bougainville","BVille_1","T4",16.2,"Chaetodontidae","Forcipiger","flavissimus",1,NA,"Feb_21_BVille_1_T4",2021-02-22,-15.48724,147.09035,67.8,27.5,"outer_reef","wall",5,"Forcipiger flavissimus",0.02188,3.02,22,"invertivore-mobile",3.38
"Feb_21","Bougainville","BVille_1","T4",16.9,"Chaetodontidae","Forcipiger","flavissimus",2,NA,"Feb_21_BVille_1_T4",2021-02-22,-15.48724,147.09035,67.8,27.5,"outer_reef","wall",5,"Forcipiger flavissimus",0.02188,3.02,22,"invertivore-mobile",3.38
"Feb_21","Bougainville","BVille_1","T4",16.2,"Acanthuridae","Acanthurus","thompsoni",12,NA,"Feb_21_BVille_1_T4",2021-02-22,-15.48724,147.09035,67.8,27.5,"outer_reef","wall",5,"Acanthurus thompsoni",0.01698,2.99,27,"planktivore",3.64
"Feb_21","Bougainville","BVille_1","T4",6.8,"Pomacentridae","Chromis","amboinensis",13,NA,"Feb_21_BVille_1_T4",2021-02-22,-15.48724,147.09035,67.8,27.5,"outer_reef","wall",5,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74
"Feb_21","Bougainville","BVille_1","T4",11.3,"Pomacentridae","Acanthochromis","polyacanthus",12,NA,"Feb_21_BVille_1_T4",2021-02-22,-15.48724,147.09035,67.8,27.5,"outer_reef","wall",5,"Acanthochromis polyacanthus",0.0429,3.045,14,"omnivore",2.69
"Feb_21","Bougainville","BVille_1","T4",19.4,"Labridae","Gomphosus","varius",1,NA,"Feb_21_BVille_1_T4",2021-02-22,-15.48724,147.09035,67.8,27.5,"outer_reef","wall",5,"Gomphosus varius",0.01838,2.70269,30,"invertivore-mobile",3.68
"Feb_21","Bougainville","BVille_1","T4",22.1,"Mullidae","Parupeneus","multifasciatus",1,NA,"Feb_21_BVille_1_T4",2021-02-22,-15.48724,147.09035,67.8,27.5,"outer_reef","wall",5,"Parupeneus multifasciatus",0.01136,3.211,35,"invertivore-mobile",3.61
"Feb_21","Bougainville","BVille_1","T4",18.4,"Mullidae","Parupeneus","multifasciatus",1,NA,"Feb_21_BVille_1_T4",2021-02-22,-15.48724,147.09035,67.8,27.5,"outer_reef","wall",5,"Parupeneus multifasciatus",0.01136,3.211,35,"invertivore-mobile",3.61
"Feb_21","Bougainville","BVille_1","T4",25.4,"Scaridae","Scarus","niger",4,NA,"Feb_21_BVille_1_T4",2021-02-22,-15.48724,147.09035,67.8,27.5,"outer_reef","wall",5,"Scarus niger",0.024136,3.147753,40,"herbivore-detritivore",2
"Feb_21","Bougainville","BVille_1","T4",10.3,"Pomacentridae","Acanthochromis","polyacanthus",16,NA,"Feb_21_BVille_1_T4",2021-02-22,-15.48724,147.09035,67.8,27.5,"outer_reef","wall",5,"Acanthochromis polyacanthus",0.0429,3.045,14,"omnivore",2.69
"Feb_21","Bougainville","BVille_1","T4",7.1,"Pomacentridae","Chromis","amboinensis",14,NA,"Feb_21_BVille_1_T4",2021-02-22,-15.48724,147.09035,67.8,27.5,"outer_reef","wall",5,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74
"Feb_21","Bougainville","BVille_1","T4",11.5,"Pomacentridae","Acanthochromis","polyacanthus",10,NA,"Feb_21_BVille_1_T4",2021-02-22,-15.48724,147.09035,67.8,27.5,"outer_reef","wall",5,"Acanthochromis polyacanthus",0.0429,3.045,14,"omnivore",2.69
"Feb_21","Bougainville","BVille_1","T4",17.3,"Serranidae","Cephalopholis","leopardus",1,NA,"Feb_21_BVille_1_T4",2021-02-22,-15.48724,147.09035,67.8,27.5,"outer_reef","wall",5,"Cephalopholis leopardus",0.01259,3.05,24,"piscivore",4.01
"Feb_21","Bougainville","BVille_1","T4",18.9,"Chaetodontidae","Chaetodon","plebeius",1,NA,"Feb_21_BVille_1_T4",2021-02-22,-15.48724,147.09035,67.8,27.5,"outer_reef","wall",5,"Chaetodon plebeius",0.071506,2.564913,15,"invertivore-sessile",3.34
"Feb_21","Bougainville","BVille_1","T4",20.1,"Labridae","Bodianus","anthioides",1,NA,"Feb_21_BVille_1_T4",2021-02-22,-15.48724,147.09035,67.8,27.5,"outer_reef","wall",5,"Bodianus anthioides",0.01202,3.06,24,"invertivore-mobile",3.44
"Feb_21","Bougainville","BVille_1","T4",11.2,"Pomacentridae","Acanthochromis","polyacanthus",12,NA,"Feb_21_BVille_1_T4",2021-02-22,-15.48724,147.09035,67.8,27.5,"outer_reef","wall",5,"Acanthochromis polyacanthus",0.0429,3.045,14,"omnivore",2.69
