"Survey","Reef","Site","Drop","Frame","Depth","Comment","Family","Genus","Species","Code","MaxN","Species_name","T_ID","Date","Lat","Long","Habitat","Aspect","Benthic_Complexity","Biomass Constant A","Biomass Constant B","Biomass Constant C","Max Length (cm)","Max Length Type","Trophic Level","Vulnerability","Regions","Climate Score","Trophic Group","Functional Group","Group Size"
"Feb_21","Chilcott","Chilcott_1","D1",7688,35,NA,"Lutjanidae","Aprion","virescens",37346027,1,"Aprion virescens","Feb_21_Chilcott_1_D1","13/02/2021",16.91878,150.02017,"outer_reef",NA,NA,0.012092,3.021243,1,112,"total length",4.28,61.35,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","small group"
"Feb_21","Chilcott","Chilcott_1","D1",39650,35,NA,"Lutjanidae","Lutjanus","bohar",37346029,3,"Lutjanus bohar","Feb_21_Chilcott_1_D1","13/02/2021",16.91878,150.02017,"outer_reef",NA,NA,0.013464,3.055209,1,90,"total length",4.27,68.83,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","medium group"
"Feb_21","Chilcott","Chilcott_1","D1",4615,35,NA,"Lutjanidae","Lutjanus","sebae",37346004,1,"Lutjanus sebae","Feb_21_Chilcott_1_D1","13/02/2021",16.91878,150.02017,"outer_reef",NA,NA,0.01264,3.071377,1,116,"fork length",3.86,58.91,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","small group"
"Feb_21","Chilcott","Chilcott_1","D1",31215,35,NA,"Pomacanthidae","Pomacanthus","imperator",37365014,1,"Pomacanthus imperator","Feb_21_Chilcott_1_D1","13/02/2021",16.91878,150.02017,"outer_reef",NA,NA,0.0371,2.968,1,40,"standard length",2.7,49.97,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-sessile","spongivore","solitary"
"Feb_21","Chilcott","Chilcott_1","D1",15582,35,NA,"Serranidae","Variola","louti",37311166,3,"Variola louti","Feb_21_Chilcott_1_D1","13/02/2021",16.91878,150.02017,"outer_reef",NA,NA,0.01107,3.076899,1,83,"total length",4,32.88,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore",NA
"Feb_21","Chilcott","Chilcott_1","D1",51579,35,NA,"Siganidae","Siganus","argenteus",37438007,4,"Siganus argenteus","Feb_21_Chilcott_1_D1","13/02/2021",16.91878,150.02017,"outer_reef",NA,NA,0.008344,3.12321,1,40,"total length",2.63,22.2,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"herbivore-detritivore","cropper/grazer","large group"
"Feb_21","Chilcott","Chilcott_1","D2",16588,44,NA,"Acanthuridae","Naso","brachycentron",37437025,2,"Naso brachycentron","Feb_21_Chilcott_1_D2","13/02/2021",16.92383,150.02223,"outer_reef",NA,NA,0.01995,3,1,90,"fork length",2.67,66.75,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"herbivore-macroalgae","browser","medium group"
"Feb_21","Chilcott","Chilcott_1","D2",17728,44,NA,"Balistidae","Balistoides","viridescens",37465048,1,"Balistoides viridescens","Feb_21_Chilcott_1_D2","13/02/2021",16.92383,150.02223,"outer_reef",NA,NA,0.02442,3.01828,1,75,"total length",3.33,54.36,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","solitary"
"Feb_21","Chilcott","Chilcott_1","D2",12739,44,NA,"Carangidae","Carangoides","orthogrammus",37337057,1,"Carangoides orthogrammus","Feb_21_Chilcott_1_D2","13/02/2021",16.92383,150.02223,"outer_reef",NA,NA,0.011985,3.009928,1,75,"total length",4.48,37.95,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","piscivore","small group"
"Feb_21","Chilcott","Chilcott_1","D2",7245,44,NA,"Carangidae","Caranx","ignobilis",37337027,1,"Caranx ignobilis","Feb_21_Chilcott_1_D2","13/02/2021",16.92383,150.02223,"outer_reef",NA,NA,0.012104,2.993242,1,170,"total length",4.48,82.12,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","piscivore","solitary"
"Feb_21","Chilcott","Chilcott_1","D2",51148,44,NA,"Carangidae","Caranx","melampygus",37337050,1,"Caranx melampygus","Feb_21_Chilcott_1_D2","13/02/2021",16.92383,150.02223,"outer_reef",NA,NA,0.017067,2.943245,1,117,"fork length",4.28,50.49,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","small group"
"Feb_21","Chilcott","Chilcott_1","D2",13777,44,NA,"Carcharhinidae","Carcharhinus","albimarginatus",37018027,1,"Carcharhinus albimarginatus","Feb_21_Chilcott_1_D2","13/02/2021",16.92383,150.02223,"outer_reef",NA,NA,0.00437,3.1,1,300,"total length",4.48,75.92,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","piscivore","small group"
"Feb_21","Chilcott","Chilcott_1","D2",63347,44,NA,"Carcharhinidae","Carcharhinus","amblyrhynchos",37018030,3,"Carcharhinus amblyrhynchos","Feb_21_Chilcott_1_D2","13/02/2021",16.92383,150.02223,"outer_reef",NA,NA,0.005055,3.21133,1,255,"total length",4.5,84.96,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","medium group"
"Feb_21","Chilcott","Chilcott_1","D2",48741,44,NA,"Carcharhinidae","Triaenodon","obesus",37018038,1,"Triaenodon obesus","Feb_21_Chilcott_1_D2","13/02/2021",16.92383,150.02223,"outer_reef",NA,NA,0.001171,3.361543,1,213,"total length",4.36,82.54,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","small group"
"Feb_21","Chilcott","Chilcott_1","D2",47391,44,NA,"Labridae","Cheilinus","undulatus",37384038,1,"Cheilinus undulatus","Feb_21_Chilcott_1_D2","13/02/2021",16.92383,150.02223,"outer_reef",NA,NA,0.017807,3.018029,1,229,"standard length",3.99,73.88,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","solitary"
"Feb_21","Chilcott","Chilcott_1","D2",2727,44,NA,"Labridae","Choerodon","jordani",37384077,1,"Choerodon jordani","Feb_21_Chilcott_1_D2","13/02/2021",16.92383,150.02223,"outer_reef",NA,NA,0.01259,3.05,1,17,"total length",3.5,25.85,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","solitary"
"Feb_21","Chilcott","Chilcott_1","D2",11773,44,"longipes","Labridae","Hologymnosus","longipes",NA,6,"Hologymnosus longipes","Feb_21_Chilcott_1_D2","13/02/2021",16.92383,150.02223,"outer_reef",NA,NA,0.0049,3.11,1,40,"total length",4,38,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","small group"
"Feb_21","Chilcott","Chilcott_1","D2",16877,44,"euanus","Lethrinidae","Gymnocranius","euanus",NA,4,"Gymnocranius euanus","Feb_21_Chilcott_1_D2","13/02/2021",16.92383,150.02223,"outer_reef",NA,NA,0.019829,2.926623,1,45,"total length",3.8,40.48,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore",NA
"Feb_21","Chilcott","Chilcott_1","D2",14821,44,NA,"Lethrinidae","Lethrinus","miniatus",37351009,2,"Lethrinus miniatus","Feb_21_Chilcott_1_D2","13/02/2021",16.92383,150.02223,"outer_reef",NA,NA,0.00561,3.27671,1,90,"total length",3.77,52.78,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","small group"
"Feb_21","Chilcott","Chilcott_1","D2",38940,44,NA,"Lethrinidae","Lethrinus","olivaceus",37351004,1,"Lethrinus olivaceus","Feb_21_Chilcott_1_D2","13/02/2021",16.92383,150.02223,"outer_reef",NA,NA,0.025937,2.829751,1,100,"total length",4.2,39.66,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","large group"
"Feb_21","Chilcott","Chilcott_1","D2",36731,44,NA,"Lethrinidae","Lethrinus","rubrioperculatus",37351012,4,"Lethrinus rubrioperculatus","Feb_21_Chilcott_1_D2","13/02/2021",16.92383,150.02223,"outer_reef",NA,NA,0.01279,3.039657,1,50,"total length",3.83,39.56,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","small group"
"Feb_21","Chilcott","Chilcott_1","D2",35051,44,NA,"Lethrinidae","Lethrinus","semicinctus",37351016,11,"Lethrinus semicinctus","Feb_21_Chilcott_1_D2","13/02/2021",16.92383,150.02223,"outer_reef",NA,NA,0.009019,3.094426,1,35,"total length",4.01,24.58,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","small group"
"Feb_21","Chilcott","Chilcott_1","D2",55366,44,NA,"Lutjanidae","Lutjanus","bohar",37346029,3,"Lutjanus bohar","Feb_21_Chilcott_1_D2","13/02/2021",16.92383,150.02223,"outer_reef",NA,NA,0.013464,3.055209,1,90,"total length",4.27,68.83,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","medium group"
"Feb_21","Chilcott","Chilcott_1","D2",50017,44,NA,"Serranidae","Plectropomus","leopardus",37311078,2,"Plectropomus leopardus","Feb_21_Chilcott_1_D2","13/02/2021",16.92383,150.02223,"outer_reef",NA,NA,0.009115,3.105091,1,120,"standard length",4.41,51.04,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","piscivore",NA
"Feb_21","Chilcott","Chilcott_1","D2",18580,44,NA,"Siganidae","Siganus","argenteus",37438007,7,"Siganus argenteus","Feb_21_Chilcott_1_D2","13/02/2021",16.92383,150.02223,"outer_reef",NA,NA,0.008344,3.12321,1,40,"total length",2.63,22.2,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"herbivore-detritivore","cropper/grazer","large group"
"Feb_21","Chilcott","Chilcott_1","D3",42777,50,NA,"Balistidae","Abalistes","filamentosus",37465089,1,"Abalistes filamentosus","Feb_21_Chilcott_1_D3","13/02/2021",16.92783,150.02371,"outer_reef",NA,NA,0.0257,2.94,1,32.5,"standard length",3.4,41,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","solitary"
"Feb_21","Chilcott","Chilcott_1","D3",1600,50,NA,"Carangidae","Decapterus","macarellus",37337055,2,"Decapterus macarellus","Feb_21_Chilcott_1_D3","13/02/2021",16.92783,150.02371,"outer_reef",NA,NA,0.00783,3.14,1,46,"total length",3.24,19.87,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"planktivore","planktivore","medium group"
"Feb_21","Chilcott","Chilcott_1","D3",11091,50,NA,"Carcharhinidae","Carcharhinus","albimarginatus",37018027,1,"Carcharhinus albimarginatus","Feb_21_Chilcott_1_D3","13/02/2021",16.92783,150.02371,"outer_reef",NA,NA,0.00437,3.1,1,300,"total length",4.48,75.92,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","piscivore","small group"
"Feb_21","Chilcott","Chilcott_1","D3",16475,50,NA,"Labridae","Choerodon","jordani",37384077,1,"Choerodon jordani","Feb_21_Chilcott_1_D3","13/02/2021",16.92783,150.02371,"outer_reef",NA,NA,0.01259,3.05,1,17,"total length",3.5,25.85,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","solitary"
"Feb_21","Chilcott","Chilcott_1","D3",4020,50,"nigromarginatus","Labridae","Oxycheilinus","nigromarginatus",NA,3,"Oxycheilinus nigromarginatus","Feb_21_Chilcott_1_D3","13/02/2021",16.92783,150.02371,"outer_reef",NA,NA,0.0166,2.95,1,11.3,"standard length",3.7,24,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","solitary"
"Feb_21","Chilcott","Chilcott_1","D3",9912,50,"cerasinus","Labridae","Pseudojuloides","cerasinus",NA,1,"Pseudojuloides cerasinus","Feb_21_Chilcott_1_D3","13/02/2021",16.92783,150.02371,"outer_reef",NA,NA,0.01,3.06,1,12.3,"total length",3.4,21.88,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","small group"
"Feb_21","Chilcott","Chilcott_1","D3",20365,50,"euanus","Lethrinidae","Gymnocranius","euanus",NA,5,"Gymnocranius euanus","Feb_21_Chilcott_1_D3","13/02/2021",16.92783,150.02371,"outer_reef",NA,NA,0.019829,2.926623,1,45,"total length",3.8,40.48,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore",NA
"Feb_21","Chilcott","Chilcott_1","D3",52197,50,NA,"Lethrinidae","Lethrinus","miniatus",37351009,2,"Lethrinus miniatus","Feb_21_Chilcott_1_D3","13/02/2021",16.92783,150.02371,"outer_reef",NA,NA,0.00561,3.27671,1,90,"total length",3.77,52.78,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","small group"
"Feb_21","Chilcott","Chilcott_1","D3",17087,50,NA,"Lethrinidae","Lethrinus","rubrioperculatus",37351012,16,"Lethrinus rubrioperculatus","Feb_21_Chilcott_1_D3","13/02/2021",16.92783,150.02371,"outer_reef",NA,NA,0.01279,3.039657,1,50,"total length",3.83,39.56,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","small group"
"Feb_21","Chilcott","Chilcott_1","D3",12258,50,NA,"Lutjanidae","Aprion","virescens",37346027,1,"Aprion virescens","Feb_21_Chilcott_1_D3","13/02/2021",16.92783,150.02371,"outer_reef",NA,NA,0.012092,3.021243,1,112,"total length",4.28,61.35,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","small group"
"Feb_21","Chilcott","Chilcott_1","D3",47241,50,"pfluegeri","Mullidae","Mulloidichthys","pfluegeri",NA,2,"Mulloidichthys pfluegeri","Feb_21_Chilcott_1_D3","13/02/2021",16.92783,150.02371,"outer_reef",NA,NA,0.01023,3.09,1,40,"standard length",3.88,45.16,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","small group"
"Feb_21","Chilcott","Chilcott_1","D4",22222,49,NA,"Acanthuridae","Naso","annulatus",37437024,1,"Naso annulatus","Feb_21_Chilcott_1_D4","13/02/2021",16.9336,150.02206,"outer_reef",NA,NA,0.05103,2.71537,0.864,100,"total length",2.12,45.06,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"planktivore","planktivore","medium group"
"Feb_21","Chilcott","Chilcott_1","D4",10917,49,NA,"Balistidae","Pseudobalistes","flavimarginatus",37465071,1,"Pseudobalistes flavimarginatus","Feb_21_Chilcott_1_D4","13/02/2021",16.9336,150.02206,"outer_reef",NA,NA,0.0257,2.94,1,60,"total length",2.78,29.47,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore",NA
"Feb_21","Chilcott","Chilcott_1","D4",25943,49,NA,"Carcharhinidae","Carcharhinus","albimarginatus",37018027,1,"Carcharhinus albimarginatus","Feb_21_Chilcott_1_D4","13/02/2021",16.9336,150.02206,"outer_reef",NA,NA,0.00437,3.1,1,300,"total length",4.48,75.92,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","piscivore","small group"
"Feb_21","Chilcott","Chilcott_1","D4",39520,49,NA,"Carcharhinidae","Triaenodon","obesus",37018038,1,"Triaenodon obesus","Feb_21_Chilcott_1_D4","13/02/2021",16.9336,150.02206,"outer_reef",NA,NA,0.001171,3.361543,1,213,"total length",4.36,82.54,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","small group"
"Feb_21","Chilcott","Chilcott_1","D4",30758,49,"longipes","Labridae","Hologymnosus","longipes",NA,2,"Hologymnosus longipes","Feb_21_Chilcott_1_D4","13/02/2021",16.9336,150.02206,"outer_reef",NA,NA,0.0049,3.11,1,40,"total length",4,38,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","small group"
"Feb_21","Chilcott","Chilcott_1","D4",35246,49,"euanus","Lethrinidae","Gymnocranius","euanus",NA,10,"Gymnocranius euanus","Feb_21_Chilcott_1_D4","13/02/2021",16.9336,150.02206,"outer_reef",NA,NA,0.019829,2.926623,1,45,"total length",3.8,40.48,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore",NA
"Feb_21","Chilcott","Chilcott_1","D4",57502,49,NA,"Lethrinidae","Lethrinus","miniatus",37351009,3,"Lethrinus miniatus","Feb_21_Chilcott_1_D4","13/02/2021",16.9336,150.02206,"outer_reef",NA,NA,0.00561,3.27671,1,90,"total length",3.77,52.78,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","small group"
"Feb_21","Chilcott","Chilcott_1","D4",7166,49,NA,"Lethrinidae","Lethrinus","rubrioperculatus",37351012,11,"Lethrinus rubrioperculatus","Feb_21_Chilcott_1_D4","13/02/2021",16.9336,150.02206,"outer_reef",NA,NA,0.01279,3.039657,1,50,"total length",3.83,39.56,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","small group"
"Feb_21","Chilcott","Chilcott_1","D4",2979,49,NA,"Lethrinidae","Lethrinus","semicinctus",37351016,3,"Lethrinus semicinctus","Feb_21_Chilcott_1_D4","13/02/2021",16.9336,150.02206,"outer_reef",NA,NA,0.009019,3.094426,1,35,"total length",4.01,24.58,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","small group"
"Feb_21","Chilcott","Chilcott_1","D4",58912,49,NA,"Lutjanidae","Aprion","virescens",37346027,1,"Aprion virescens","Feb_21_Chilcott_1_D4","13/02/2021",16.9336,150.02206,"outer_reef",NA,NA,0.012092,3.021243,1,112,"total length",4.28,61.35,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","small group"
"Feb_21","Chilcott","Chilcott_1","D4",11849,49,"pfluegeri","Mullidae","Mulloidichthys","pfluegeri",NA,1,"Mulloidichthys pfluegeri","Feb_21_Chilcott_1_D4","13/02/2021",16.9336,150.02206,"outer_reef",NA,NA,0.01023,3.09,1,40,"standard length",3.88,45.16,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","small group"
"Feb_21","Chilcott","Chilcott_1","D4",11234,49,NA,"Siganidae","Siganus","argenteus",37438007,5,"Siganus argenteus","Feb_21_Chilcott_1_D4","13/02/2021",16.9336,150.02206,"outer_reef",NA,NA,0.008344,3.12321,1,40,"total length",2.63,22.2,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"herbivore-detritivore","cropper/grazer","large group"
"Feb_21","Chilcott","Chilcott_1","D5",48470,34,NA,"Acanthuridae","Acanthurus","nigrofuscus",37437014,3,"Acanthurus nigrofuscus","Feb_21_Chilcott_1_D5","13/02/2021",16.93662,150.01894,"outer_reef",NA,NA,0.014309,3.096389,1,21,"total length",2,27.14,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"herbivore-detritivore","cropper/grazer","medium group"
"Feb_21","Chilcott","Chilcott_1","D5",20073,34,NA,"Acanthuridae","Ctenochaetus","striatus",37437022,2,"Ctenochaetus striatus","Feb_21_Chilcott_1_D5","13/02/2021",16.93662,150.01894,"outer_reef",NA,NA,0.01569,3.058599,1,26,"total length",2,18.05,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"omnivore","detritivore","medium group"
"Feb_21","Chilcott","Chilcott_1","D5",12077,34,NA,"Balistidae","Balistoides","conspicillum",37465031,1,"Balistoides conspicillum","Feb_21_Chilcott_1_D5","13/02/2021",16.93662,150.01894,"outer_reef",NA,NA,0.0257,2.94,1,50,"total length",3.31,39.31,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","solitary"
"Feb_21","Chilcott","Chilcott_1","D5",40680,34,NA,"Balistidae","Pseudobalistes","flavimarginatus",37465071,1,"Pseudobalistes flavimarginatus","Feb_21_Chilcott_1_D5","13/02/2021",16.93662,150.01894,"outer_reef",NA,NA,0.0257,2.94,1,60,"total length",2.78,29.47,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore",NA
"Feb_21","Chilcott","Chilcott_1","D5",13077,34,NA,"Carangidae","Caranx","melampygus",37337050,1,"Caranx melampygus","Feb_21_Chilcott_1_D5","13/02/2021",16.93662,150.01894,"outer_reef",NA,NA,0.017067,2.943245,1,117,"fork length",4.28,50.49,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","small group"
"Feb_21","Chilcott","Chilcott_1","D5",40393,34,NA,"Carangidae","Selar","crumenophthalmus",37337009,62,"Selar crumenophthalmus","Feb_21_Chilcott_1_D5","13/02/2021",16.93662,150.01894,"outer_reef",NA,NA,0.005496,3.259806,1,70,"total length",3.57,39.44,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"planktivore","planktivore","large group"
"Feb_21","Chilcott","Chilcott_1","D5",20818,34,NA,"Chaetodontidae","Chaetodon","kleinii",37365040,2,"Chaetodon kleinii","Feb_21_Chilcott_1_D5","13/02/2021",16.93662,150.01894,"outer_reef",NA,NA,0.0449,3.036,0.827,15,"total length",3.18,11.53,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"omnivore","corallivore","pair"
"Feb_21","Chilcott","Chilcott_1","D5",30225,34,"mertensii","Chaetodontidae","Chaetodon","mertensii",NA,2,"Chaetodon mertensii","Feb_21_Chilcott_1_D5","13/02/2021",16.93662,150.01894,"outer_reef",NA,NA,0.004261,3.800466,1,12.5,"total length",2.95,10,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","pair"
"Feb_21","Chilcott","Chilcott_1","D5",19172,34,"pelewensis","Chaetodontidae","Chaetodon","pelewensis",NA,2,"Chaetodon pelewensis","Feb_21_Chilcott_1_D5","13/02/2021",16.93662,150.01894,"outer_reef",NA,NA,0.026346,3.094727,1,12.5,"total length",2.92,10,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","pair"
"Feb_21","Chilcott","Chilcott_1","D5",20073,34,NA,"Chaetodontidae","Chaetodon","unimaculatus",37365061,1,"Chaetodon unimaculatus","Feb_21_Chilcott_1_D5","13/02/2021",16.93662,150.01894,"outer_reef",NA,NA,0.0533,2.83328,1,20,"total length",3.21,15.01,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-sessile","corallivore","pair"
"Feb_21","Chilcott","Chilcott_1","D5",57844,34,NA,"Labridae","Choerodon","jordani",37384077,1,"Choerodon jordani","Feb_21_Chilcott_1_D5","13/02/2021",16.93662,150.01894,"outer_reef",NA,NA,0.01259,3.05,1,17,"total length",3.5,25.85,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","solitary"
"Feb_21","Chilcott","Chilcott_1","D5",11098,34,"lineatus","Labridae","Cirrhilabrus","lineatus",NA,5,"Cirrhilabrus lineatus","Feb_21_Chilcott_1_D5","13/02/2021",16.93662,150.01894,"outer_reef",NA,NA,0.0166,2.95,1,12,"total length",3.4,21,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"planktivore","planktivore","medium group"
"Feb_21","Chilcott","Chilcott_1","D5",25281,34,NA,"Labridae","Labroides","dimidiatus",37384028,1,"Labroides dimidiatus","Feb_21_Chilcott_1_D5","13/02/2021",16.93662,150.01894,"outer_reef",NA,NA,0.006669,3.172365,1,14,"total length",3.85,23.67,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","pair"
"Feb_21","Chilcott","Chilcott_1","D5",35624,34,NA,"Labridae","Labropsis","australis",37384132,2,"Labropsis australis","Feb_21_Chilcott_1_D5","13/02/2021",16.93662,150.01894,"outer_reef",NA,NA,0.00977,3.05,1,10.5,"total length",3.86,18.58,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-sessile","corallivore","pair"
"Feb_21","Chilcott","Chilcott_1","D5",33033,34,"nigromarginatus","Labridae","Oxycheilinus","nigromarginatus",NA,2,"Oxycheilinus nigromarginatus","Feb_21_Chilcott_1_D5","13/02/2021",16.93662,150.01894,"outer_reef",NA,NA,0.0166,2.95,1,11.3,"standard length",3.7,24,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","solitary"
"Feb_21","Chilcott","Chilcott_1","D5",23577,34,NA,"Labridae","Pseudocheilinus","evanidus",37384142,1,"Pseudocheilinus evanidus","Feb_21_Chilcott_1_D5","13/02/2021",16.93662,150.01894,"outer_reef",NA,NA,0.01622,2.96,1,9,"total length",3.5,15.39,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","solitary"
"Feb_21","Chilcott","Chilcott_1","D5",10689,34,"cerasinus","Labridae","Pseudojuloides","cerasinus",NA,1,"Pseudojuloides cerasinus","Feb_21_Chilcott_1_D5","13/02/2021",16.93662,150.01894,"outer_reef",NA,NA,0.01,3.06,1,12.3,"total length",3.4,21.88,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","small group"
"Feb_21","Chilcott","Chilcott_1","D5",14618,34,NA,"Labridae","Pteragogus","cryptus",37384033,1,"Pteragogus cryptus","Feb_21_Chilcott_1_D5","13/02/2021",16.93662,150.01894,"outer_reef",NA,NA,0.0166,2.95,1,9.5,"total length",3.5,16.55,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","solitary"
"Feb_21","Chilcott","Chilcott_1","D5",1562,34,"euanus","Lethrinidae","Gymnocranius","euanus",NA,1,"Gymnocranius euanus","Feb_21_Chilcott_1_D5","13/02/2021",16.93662,150.01894,"outer_reef",NA,NA,0.019829,2.926623,1,45,"total length",3.8,40.48,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore",NA
"Feb_21","Chilcott","Chilcott_1","D5",1476,34,NA,"Lethrinidae","Lethrinus","semicinctus",37351016,5,"Lethrinus semicinctus","Feb_21_Chilcott_1_D5","13/02/2021",16.93662,150.01894,"outer_reef",NA,NA,0.009019,3.094426,1,35,"total length",4.01,24.58,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","small group"
