"Survey","Reef","Site","Transect","T_ID","Date","Lat","Long","Depth","Temperature","Habitat","Aspect","Benthic_Complexity","Trophic Group","Total_Biomass_g"
"Feb_21","Flinders","Flinders_S1","T7","Feb_21_Flinders_S1_T7",2021-02-16,-17.86224,148.46677,45.2,29.2,"outer_reef","wall",4,"herbivore-detritivore",4609.85265129969
"Feb_21","Flinders","Flinders_S1","T7","Feb_21_Flinders_S1_T7",2021-02-16,-17.86224,148.46677,45.2,29.2,"outer_reef","wall",4,"omnivore",0.0374541431332927
"Feb_21","Flinders","Flinders_S1","T7","Feb_21_Flinders_S1_T7",2021-02-16,-17.86224,148.46677,45.2,29.2,"outer_reef","wall",4,"piscivore",8005.36963360751
"Feb_21","Flinders","Flinders_S1","T7","Feb_21_Flinders_S1_T7",2021-02-16,-17.86224,148.46677,45.2,29.2,"outer_reef","wall",4,"planktivore",4224.8408440371
"Feb_21","Frederick","Fred_W1","T1","Feb_21_Fred_W1_T1",2021-02-09,-21.01225,154.34671,34.8,28,"slope_terrace","gentle_slope",1,"herbivore-detritivore",402.236086999042
"Feb_21","Frederick","Fred_W1","T1","Feb_21_Fred_W1_T1",2021-02-09,-21.01225,154.34671,34.8,28,"slope_terrace","gentle_slope",1,"invertivore-mobile",394.605630657212
"Feb_21","Frederick","Fred_W1","T1","Feb_21_Fred_W1_T1",2021-02-09,-21.01225,154.34671,34.8,28,"slope_terrace","gentle_slope",1,"omnivore",993.874214163168
"Feb_21","Frederick","Fred_W1","T1","Feb_21_Fred_W1_T1",2021-02-09,-21.01225,154.34671,34.8,28,"slope_terrace","gentle_slope",1,"piscivore",29170.094623331
"Feb_21","Frederick","Fred_W1","T1","Feb_21_Fred_W1_T1",2021-02-09,-21.01225,154.34671,34.8,28,"slope_terrace","gentle_slope",1,"planktivore",2971.00817337678
"Feb_21","Frederick","Fred_W1","T2","Feb_21_Fred_W1_T2",2021-02-09,-21.01225,154.34671,40,27.5,"slope_terrace","flat",1,"invertivore-mobile",41.2143653250897
"Feb_21","Frederick","Fred_W1","T2","Feb_21_Fred_W1_T2",2021-02-09,-21.01225,154.34671,40,27.5,"slope_terrace","flat",1,"piscivore",55657.0884208856
"Feb_21","Herald","Herald_1","T1","Feb_21_Herald_1_T1",2021-02-15,-16.9711,149.12769,34.3,29.9,"passage","flat",3,"herbivore-detritivore",171.848027979916
"Feb_21","Herald","Herald_1","T1","Feb_21_Herald_1_T1",2021-02-15,-16.9711,149.12769,34.3,29.9,"passage","flat",3,"invertivore-mobile",5504.632915912
"Feb_21","Herald","Herald_1","T1","Feb_21_Herald_1_T1",2021-02-15,-16.9711,149.12769,34.3,29.9,"passage","flat",3,"invertivore-sessile",51.7121970980823
"Feb_21","Herald","Herald_1","T1","Feb_21_Herald_1_T1",2021-02-15,-16.9711,149.12769,34.3,29.9,"passage","flat",3,"omnivore",0.0201616913836728
"Feb_21","Herald","Herald_1","T1","Feb_21_Herald_1_T1",2021-02-15,-16.9711,149.12769,34.3,29.9,"passage","flat",3,"piscivore",218.928893476474
"Feb_21","Herald","Herald_1","T1","Feb_21_Herald_1_T1",2021-02-15,-16.9711,149.12769,34.3,29.9,"passage","flat",3,"planktivore",21954.0044248889
"Feb_21","Herald","Herald_1","T2","Feb_21_Herald_1_T2",2021-02-15,-16.9711,149.12769,35.3,29.8,"passage","flat",2,"invertivore-mobile",3231.56412845543
"Feb_21","Herald","Herald_1","T2","Feb_21_Herald_1_T2",2021-02-15,-16.9711,149.12769,35.3,29.8,"passage","flat",2,"omnivore",723.020511686763
"Feb_21","Herald","Herald_1","T2","Feb_21_Herald_1_T2",2021-02-15,-16.9711,149.12769,35.3,29.8,"passage","flat",2,"planktivore",958.311971995352
"Feb_21","Herald","Herald_1","T3","Feb_21_Herald_1_T3",2021-02-15,-16.9711,149.12769,37.6,29.4,"passage","flat",1,"invertivore-mobile",899.986188356028
"Feb_21","Herald","Herald_1","T4","Feb_21_Herald_1_T4",2021-02-15,-16.9711,149.12769,43.5,29.2,"slope_terrace","gentle_slope",2,"herbivore-detritivore",793.256935100678
"Feb_21","Herald","Herald_1","T4","Feb_21_Herald_1_T4",2021-02-15,-16.9711,149.12769,43.5,29.2,"slope_terrace","gentle_slope",2,"invertivore-mobile",412.217029807608
"Feb_21","Herald","Herald_1","T4","Feb_21_Herald_1_T4",2021-02-15,-16.9711,149.12769,43.5,29.2,"slope_terrace","gentle_slope",2,"omnivore",1793.13033651594
"Feb_21","Herald","Herald_1","T4","Feb_21_Herald_1_T4",2021-02-15,-16.9711,149.12769,43.5,29.2,"slope_terrace","gentle_slope",2,"piscivore",17934.1109999155
"Feb_21","Herald","Herald_1","T4","Feb_21_Herald_1_T4",2021-02-15,-16.9711,149.12769,43.5,29.2,"slope_terrace","gentle_slope",2,"planktivore",323.359055325291
"Feb_21","Herald","Herald_1","T5","Feb_21_Herald_1_T5",2021-02-15,-16.9711,149.12769,43.8,29,"slope_terrace","gentle_slope",2,"herbivore-detritivore",765.821221726841
"Feb_21","Herald","Herald_1","T5","Feb_21_Herald_1_T5",2021-02-15,-16.9711,149.12769,43.8,29,"slope_terrace","gentle_slope",2,"invertivore-mobile",878.073901467525
"Feb_21","Herald","Herald_1","T5","Feb_21_Herald_1_T5",2021-02-15,-16.9711,149.12769,43.8,29,"slope_terrace","gentle_slope",2,"omnivore",88.2724668695472
"Feb_21","Herald","Herald_1","T5","Feb_21_Herald_1_T5",2021-02-15,-16.9711,149.12769,43.8,29,"slope_terrace","gentle_slope",2,"planktivore",409.140704583461
"Feb_21","Herald","Herald_1","T6","Feb_21_Herald_1_T6",2021-02-15,-16.9711,149.12769,41.7,29.1,"slope_terrace","gentle_slope",2,"herbivore-detritivore",1545.96086990999
"Feb_21","Herald","Herald_1","T6","Feb_21_Herald_1_T6",2021-02-15,-16.9711,149.12769,41.7,29.1,"slope_terrace","gentle_slope",2,"herbivore-macroalgae",1895.95321225865
"Feb_21","Herald","Herald_1","T6","Feb_21_Herald_1_T6",2021-02-15,-16.9711,149.12769,41.7,29.1,"slope_terrace","gentle_slope",2,"invertivore-mobile",16106.5584659855
"Feb_21","Herald","Herald_1","T6","Feb_21_Herald_1_T6",2021-02-15,-16.9711,149.12769,41.7,29.1,"slope_terrace","gentle_slope",2,"omnivore",740.229342939961
"Feb_21","Herald","Herald_1","T6","Feb_21_Herald_1_T6",2021-02-15,-16.9711,149.12769,41.7,29.1,"slope_terrace","gentle_slope",2,"piscivore",37.9303089176827
"Feb_21","Herald","Herald_1","T6","Feb_21_Herald_1_T6",2021-02-15,-16.9711,149.12769,41.7,29.1,"slope_terrace","gentle_slope",2,"planktivore",1092.84702573012
"Feb_21","Herald","Herald_1","T7","Feb_21_Herald_1_T7",2021-02-15,-16.9711,149.12769,40.5,29.1,"slope_terrace","gentle_slope",2,"herbivore-detritivore",1453.6215878877
"Feb_21","Herald","Herald_1","T7","Feb_21_Herald_1_T7",2021-02-15,-16.9711,149.12769,40.5,29.1,"slope_terrace","gentle_slope",2,"herbivore-macroalgae",707.480015126891
"Feb_21","Herald","Herald_1","T7","Feb_21_Herald_1_T7",2021-02-15,-16.9711,149.12769,40.5,29.1,"slope_terrace","gentle_slope",2,"invertivore-mobile",3483.46411757491
"Feb_21","Herald","Herald_1","T7","Feb_21_Herald_1_T7",2021-02-15,-16.9711,149.12769,40.5,29.1,"slope_terrace","gentle_slope",2,"invertivore-sessile",97.415382752236
"Feb_21","Herald","Herald_1","T7","Feb_21_Herald_1_T7",2021-02-15,-16.9711,149.12769,40.5,29.1,"slope_terrace","gentle_slope",2,"omnivore",438.361186206725
"Feb_21","Herald","Herald_1","T7","Feb_21_Herald_1_T7",2021-02-15,-16.9711,149.12769,40.5,29.1,"slope_terrace","gentle_slope",2,"piscivore",15853.7045256919
"Feb_21","Herald","Herald_1","T7","Feb_21_Herald_1_T7",2021-02-15,-16.9711,149.12769,40.5,29.1,"slope_terrace","gentle_slope",2,"planktivore",14953.1322442515
"Feb_21","Herald","Herald_1","T8","Feb_21_Herald_1_T8",2021-02-15,-16.9711,149.12769,40.4,29.2,"slope_terrace","gentle_slope",2,"herbivore-detritivore",3162.14364436428
"Feb_21","Herald","Herald_1","T8","Feb_21_Herald_1_T8",2021-02-15,-16.9711,149.12769,40.4,29.2,"slope_terrace","gentle_slope",2,"invertivore-mobile",1884.00626877146
"Feb_21","Herald","Herald_1","T8","Feb_21_Herald_1_T8",2021-02-15,-16.9711,149.12769,40.4,29.2,"slope_terrace","gentle_slope",2,"invertivore-sessile",230.580394579351
"Feb_21","Herald","Herald_1","T8","Feb_21_Herald_1_T8",2021-02-15,-16.9711,149.12769,40.4,29.2,"slope_terrace","gentle_slope",2,"omnivore",1780.03977824087
"Feb_21","Herald","Herald_1","T8","Feb_21_Herald_1_T8",2021-02-15,-16.9711,149.12769,40.4,29.2,"slope_terrace","gentle_slope",2,"piscivore",8085.09969051701
"Feb_21","Herald","Herald_1","T8","Feb_21_Herald_1_T8",2021-02-15,-16.9711,149.12769,40.4,29.2,"slope_terrace","gentle_slope",2,"planktivore",2981.58481346091
"Feb_21","Herald","Herald_1","T9","Feb_21_Herald_1_T9",2021-02-15,-16.9711,149.12769,37.1,29.3,"slope_terrace","gentle_slope",3,"herbivore-detritivore",7923.26684036158
"Feb_21","Herald","Herald_1","T9","Feb_21_Herald_1_T9",2021-02-15,-16.9711,149.12769,37.1,29.3,"slope_terrace","gentle_slope",3,"herbivore-macroalgae",3274.18343732024
"Feb_21","Herald","Herald_1","T9","Feb_21_Herald_1_T9",2021-02-15,-16.9711,149.12769,37.1,29.3,"slope_terrace","gentle_slope",3,"invertivore-mobile",3603.2465269979
"Feb_21","Herald","Herald_1","T9","Feb_21_Herald_1_T9",2021-02-15,-16.9711,149.12769,37.1,29.3,"slope_terrace","gentle_slope",3,"omnivore",1200.87152035643
"Feb_21","Herald","Herald_1","T9","Feb_21_Herald_1_T9",2021-02-15,-16.9711,149.12769,37.1,29.3,"slope_terrace","gentle_slope",3,"piscivore",5409.92000551894
"Feb_21","Herald","Herald_1","T9","Feb_21_Herald_1_T9",2021-02-15,-16.9711,149.12769,37.1,29.3,"slope_terrace","gentle_slope",3,"planktivore",8137.53147698436
"Feb_21","Holmes","Holmes_2","T1","Feb_21_Holmes_2_T1",2021-02-21,-16.42536,147.98399,62.7,27.1,"outer_reef","steep_slope",3,"herbivore-detritivore",16.840434527571
"Feb_21","Holmes","Holmes_2","T1","Feb_21_Holmes_2_T1",2021-02-21,-16.42536,147.98399,62.7,27.1,"outer_reef","steep_slope",3,"invertivore-mobile",197.653775668971
"Feb_21","Holmes","Holmes_2","T1","Feb_21_Holmes_2_T1",2021-02-21,-16.42536,147.98399,62.7,27.1,"outer_reef","steep_slope",3,"omnivore",57.8296406135833
"Feb_21","Holmes","Holmes_2","T1","Feb_21_Holmes_2_T1",2021-02-21,-16.42536,147.98399,62.7,27.1,"outer_reef","steep_slope",3,"piscivore",27.4799651889088
"Feb_21","Holmes","Holmes_2","T1","Feb_21_Holmes_2_T1",2021-02-21,-16.42536,147.98399,62.7,27.1,"outer_reef","steep_slope",3,"planktivore",228.956805789026
"Feb_21","Holmes","Holmes_2","T10","Feb_21_Holmes_2_T10",2021-02-21,-16.42536,147.98399,37,28,"outer_reef","gentle_slope",2,"herbivore-detritivore",729.096112875158
"Feb_21","Holmes","Holmes_2","T10","Feb_21_Holmes_2_T10",2021-02-21,-16.42536,147.98399,37,28,"outer_reef","gentle_slope",2,"invertivore-mobile",656.191251068095
"Feb_21","Holmes","Holmes_2","T10","Feb_21_Holmes_2_T10",2021-02-21,-16.42536,147.98399,37,28,"outer_reef","gentle_slope",2,"omnivore",220.69459157876
"Feb_21","Holmes","Holmes_2","T10","Feb_21_Holmes_2_T10",2021-02-21,-16.42536,147.98399,37,28,"outer_reef","gentle_slope",2,"planktivore",1289.23804263114
"Feb_21","Holmes","Holmes_2","T11","Feb_21_Holmes_2_T11",2021-02-21,-16.42536,147.98399,35,28.4,"slope_terrace","gentle_slope",2,"herbivore-detritivore",8464.77183192614
"Feb_21","Holmes","Holmes_2","T11","Feb_21_Holmes_2_T11",2021-02-21,-16.42536,147.98399,35,28.4,"slope_terrace","gentle_slope",2,"herbivore-macroalgae",786.793462131698
"Feb_21","Holmes","Holmes_2","T11","Feb_21_Holmes_2_T11",2021-02-21,-16.42536,147.98399,35,28.4,"slope_terrace","gentle_slope",2,"invertivore-mobile",451.349531977193
"Feb_21","Holmes","Holmes_2","T11","Feb_21_Holmes_2_T11",2021-02-21,-16.42536,147.98399,35,28.4,"slope_terrace","gentle_slope",2,"omnivore",3105.26647985182
"Feb_21","Holmes","Holmes_2","T11","Feb_21_Holmes_2_T11",2021-02-21,-16.42536,147.98399,35,28.4,"slope_terrace","gentle_slope",2,"piscivore",7220.38217285822
"Feb_21","Holmes","Holmes_2","T11","Feb_21_Holmes_2_T11",2021-02-21,-16.42536,147.98399,35,28.4,"slope_terrace","gentle_slope",2,"planktivore",7512.53541646897
"Feb_21","Holmes","Holmes_2","T12","Feb_21_Holmes_2_T12",2021-02-21,-16.42536,147.98399,31.2,29.2,"slope_terrace","gentle_slope",2,"herbivore-detritivore",3169.31845021506
"Feb_21","Holmes","Holmes_2","T12","Feb_21_Holmes_2_T12",2021-02-21,-16.42536,147.98399,31.2,29.2,"slope_terrace","gentle_slope",2,"invertivore-mobile",641.566941184763
"Feb_21","Holmes","Holmes_2","T12","Feb_21_Holmes_2_T12",2021-02-21,-16.42536,147.98399,31.2,29.2,"slope_terrace","gentle_slope",2,"invertivore-sessile",60.404990484509
"Feb_21","Holmes","Holmes_2","T12","Feb_21_Holmes_2_T12",2021-02-21,-16.42536,147.98399,31.2,29.2,"slope_terrace","gentle_slope",2,"piscivore",12496.1248838629
"Feb_21","Holmes","Holmes_2","T12","Feb_21_Holmes_2_T12",2021-02-21,-16.42536,147.98399,31.2,29.2,"slope_terrace","gentle_slope",2,"planktivore",15.1333733275202
"Feb_21","Holmes","Holmes_2","T13","Feb_21_Holmes_2_T13",2021-02-21,-16.42536,147.98399,28,29.4,"slope_terrace","gentle_slope",2,"herbivore-detritivore",1553.31620528767
"Feb_21","Holmes","Holmes_2","T13","Feb_21_Holmes_2_T13",2021-02-21,-16.42536,147.98399,28,29.4,"slope_terrace","gentle_slope",2,"invertivore-mobile",1508.67337139109
"Feb_21","Holmes","Holmes_2","T13","Feb_21_Holmes_2_T13",2021-02-21,-16.42536,147.98399,28,29.4,"slope_terrace","gentle_slope",2,"omnivore",553.089742787811
"Feb_21","Holmes","Holmes_2","T13","Feb_21_Holmes_2_T13",2021-02-21,-16.42536,147.98399,28,29.4,"slope_terrace","gentle_slope",2,"piscivore",47864.6420223632
"Feb_21","Holmes","Holmes_2","T13","Feb_21_Holmes_2_T13",2021-02-21,-16.42536,147.98399,28,29.4,"slope_terrace","gentle_slope",2,"planktivore",1026.86080007772
"Feb_21","Holmes","Holmes_2","T2","Feb_21_Holmes_2_T2",2021-02-21,-16.42536,147.98399,63.7,26.3,"outer_reef","steep_slope",3,"herbivore-detritivore",399.041775315775
"Feb_21","Holmes","Holmes_2","T2","Feb_21_Holmes_2_T2",2021-02-21,-16.42536,147.98399,63.7,26.3,"outer_reef","steep_slope",3,"invertivore-mobile",1677.78047075487
"Feb_21","Holmes","Holmes_2","T2","Feb_21_Holmes_2_T2",2021-02-21,-16.42536,147.98399,63.7,26.3,"outer_reef","steep_slope",3,"invertivore-sessile",0.211167456633849
"Feb_21","Holmes","Holmes_2","T2","Feb_21_Holmes_2_T2",2021-02-21,-16.42536,147.98399,63.7,26.3,"outer_reef","steep_slope",3,"omnivore",71.0725695196903
"Feb_21","Holmes","Holmes_2","T2","Feb_21_Holmes_2_T2",2021-02-21,-16.42536,147.98399,63.7,26.3,"outer_reef","steep_slope",3,"piscivore",0.163501058490265
"Feb_21","Holmes","Holmes_2","T2","Feb_21_Holmes_2_T2",2021-02-21,-16.42536,147.98399,63.7,26.3,"outer_reef","steep_slope",3,"planktivore",268.501277558633
"Feb_21","Holmes","Holmes_2","T3","Feb_21_Holmes_2_T3",2021-02-21,-16.42536,147.98399,64.2,26.6,"outer_reef","steep_slope",4,"invertivore-mobile",156.753986729186
"Feb_21","Holmes","Holmes_2","T3","Feb_21_Holmes_2_T3",2021-02-21,-16.42536,147.98399,64.2,26.6,"outer_reef","steep_slope",4,"invertivore-sessile",184.035929673739
"Feb_21","Holmes","Holmes_2","T3","Feb_21_Holmes_2_T3",2021-02-21,-16.42536,147.98399,64.2,26.6,"outer_reef","steep_slope",4,"omnivore",0.0278511640419148
"Feb_21","Holmes","Holmes_2","T3","Feb_21_Holmes_2_T3",2021-02-21,-16.42536,147.98399,64.2,26.6,"outer_reef","steep_slope",4,"piscivore",159.724353083754
"Feb_21","Holmes","Holmes_2","T3","Feb_21_Holmes_2_T3",2021-02-21,-16.42536,147.98399,64.2,26.6,"outer_reef","steep_slope",4,"planktivore",377.796162702488
"Feb_21","Holmes","Holmes_2","T4","Feb_21_Holmes_2_T4",2021-02-21,-16.42536,147.98399,63.2,26.5,"outer_reef","steep_slope",4,"herbivore-detritivore",83.4092725273215
"Feb_21","Holmes","Holmes_2","T4","Feb_21_Holmes_2_T4",2021-02-21,-16.42536,147.98399,63.2,26.5,"outer_reef","steep_slope",4,"herbivore-macroalgae",1.02754418031877
"Feb_21","Holmes","Holmes_2","T4","Feb_21_Holmes_2_T4",2021-02-21,-16.42536,147.98399,63.2,26.5,"outer_reef","steep_slope",4,"invertivore-mobile",97.880576615126
"Feb_21","Holmes","Holmes_2","T4","Feb_21_Holmes_2_T4",2021-02-21,-16.42536,147.98399,63.2,26.5,"outer_reef","steep_slope",4,"invertivore-sessile",0.198951626455246
"Feb_21","Holmes","Holmes_2","T4","Feb_21_Holmes_2_T4",2021-02-21,-16.42536,147.98399,63.2,26.5,"outer_reef","steep_slope",4,"omnivore",35.1603355473557
"Feb_21","Holmes","Holmes_2","T4","Feb_21_Holmes_2_T4",2021-02-21,-16.42536,147.98399,63.2,26.5,"outer_reef","steep_slope",4,"planktivore",214.368189265348
"Feb_21","Holmes","Holmes_2","T5","Feb_21_Holmes_2_T5",2021-02-21,-16.42536,147.98399,63.1,26.4,"outer_reef","steep_slope",3,"omnivore",0.0712548856952536
"Feb_21","Holmes","Holmes_2","T5","Feb_21_Holmes_2_T5",2021-02-21,-16.42536,147.98399,63.1,26.4,"outer_reef","steep_slope",3,"piscivore",30.0105862433168
"Feb_21","Holmes","Holmes_2","T5","Feb_21_Holmes_2_T5",2021-02-21,-16.42536,147.98399,63.1,26.4,"outer_reef","steep_slope",3,"planktivore",346.102828380426
"Feb_21","Holmes","Holmes_2","T6","Feb_21_Holmes_2_T6",2021-02-21,-16.42536,147.98399,56.6,26.7,"outer_reef","steep_slope",3,"herbivore-detritivore",355.033098358064
"Feb_21","Holmes","Holmes_2","T6","Feb_21_Holmes_2_T6",2021-02-21,-16.42536,147.98399,56.6,26.7,"outer_reef","steep_slope",3,"invertivore-mobile",580.660629096918
"Feb_21","Holmes","Holmes_2","T6","Feb_21_Holmes_2_T6",2021-02-21,-16.42536,147.98399,56.6,26.7,"outer_reef","steep_slope",3,"omnivore",0.00782644247615139
"Feb_21","Holmes","Holmes_2","T6","Feb_21_Holmes_2_T6",2021-02-21,-16.42536,147.98399,56.6,26.7,"outer_reef","steep_slope",3,"piscivore",186.755214673081
"Feb_21","Holmes","Holmes_2","T6","Feb_21_Holmes_2_T6",2021-02-21,-16.42536,147.98399,56.6,26.7,"outer_reef","steep_slope",3,"planktivore",5862.60116567611
"Feb_21","Holmes","Holmes_2","T7","Feb_21_Holmes_2_T7",2021-02-21,-16.42536,147.98399,54.5,26.8,"outer_reef","steep_slope",4,"herbivore-detritivore",5657.62317897747
"Feb_21","Holmes","Holmes_2","T7","Feb_21_Holmes_2_T7",2021-02-21,-16.42536,147.98399,54.5,26.8,"outer_reef","steep_slope",4,"invertivore-mobile",708.964408367262
"Feb_21","Holmes","Holmes_2","T7","Feb_21_Holmes_2_T7",2021-02-21,-16.42536,147.98399,54.5,26.8,"outer_reef","steep_slope",4,"omnivore",2599.81409134013
"Feb_21","Holmes","Holmes_2","T7","Feb_21_Holmes_2_T7",2021-02-21,-16.42536,147.98399,54.5,26.8,"outer_reef","steep_slope",4,"piscivore",0.396365939441155
"Feb_21","Holmes","Holmes_2","T7","Feb_21_Holmes_2_T7",2021-02-21,-16.42536,147.98399,54.5,26.8,"outer_reef","steep_slope",4,"planktivore",1448.69969355607
"Feb_21","Holmes","Holmes_2","T8","Feb_21_Holmes_2_T8",2021-02-21,-16.42536,147.98399,46.6,26.9,"outer_reef","wall",4,"herbivore-detritivore",0.0612678214862017
"Feb_21","Holmes","Holmes_2","T8","Feb_21_Holmes_2_T8",2021-02-21,-16.42536,147.98399,46.6,26.9,"outer_reef","wall",4,"invertivore-mobile",0.635862947041759
"Feb_21","Holmes","Holmes_2","T8","Feb_21_Holmes_2_T8",2021-02-21,-16.42536,147.98399,46.6,26.9,"outer_reef","wall",4,"omnivore",165.282056920042
"Feb_21","Holmes","Holmes_2","T8","Feb_21_Holmes_2_T8",2021-02-21,-16.42536,147.98399,46.6,26.9,"outer_reef","wall",4,"piscivore",0.0730813795934107
"Feb_21","Holmes","Holmes_2","T8","Feb_21_Holmes_2_T8",2021-02-21,-16.42536,147.98399,46.6,26.9,"outer_reef","wall",4,"planktivore",683.613524248556
"Feb_21","Holmes","Holmes_2","T9","Feb_21_Holmes_2_T9",2021-02-21,-16.42536,147.98399,45,27,"outer_reef","wall",4,"herbivore-detritivore",0.221428568472022
"Feb_21","Holmes","Holmes_2","T9","Feb_21_Holmes_2_T9",2021-02-21,-16.42536,147.98399,45,27,"outer_reef","wall",4,"invertivore-mobile",452.898734819185
"Feb_21","Holmes","Holmes_2","T9","Feb_21_Holmes_2_T9",2021-02-21,-16.42536,147.98399,45,27,"outer_reef","wall",4,"invertivore-sessile",0.278359248934472
"Feb_21","Holmes","Holmes_2","T9","Feb_21_Holmes_2_T9",2021-02-21,-16.42536,147.98399,45,27,"outer_reef","wall",4,"omnivore",0.441160252861878
"Feb_21","Holmes","Holmes_2","T9","Feb_21_Holmes_2_T9",2021-02-21,-16.42536,147.98399,45,27,"outer_reef","wall",4,"piscivore",0.830678014281837
"Feb_21","Holmes","Holmes_2","T9","Feb_21_Holmes_2_T9",2021-02-21,-16.42536,147.98399,45,27,"outer_reef","wall",4,"planktivore",1000.92380984361
"Feb_21","Kenn","Kenn_1","T1","Feb_21_Kenn_1_T1",2021-02-08,-21.21291,155.78185,40.8,26.3,"outer_reef","steep_slope",4,"herbivore-detritivore",251.143367664433
"Feb_21","Kenn","Kenn_1","T1","Feb_21_Kenn_1_T1",2021-02-08,-21.21291,155.78185,40.8,26.3,"outer_reef","steep_slope",4,"herbivore-macroalgae",261.358735791253
"Feb_21","Kenn","Kenn_1","T1","Feb_21_Kenn_1_T1",2021-02-08,-21.21291,155.78185,40.8,26.3,"outer_reef","steep_slope",4,"invertivore-mobile",750.099228275075
"Feb_21","Kenn","Kenn_1","T1","Feb_21_Kenn_1_T1",2021-02-08,-21.21291,155.78185,40.8,26.3,"outer_reef","steep_slope",4,"invertivore-sessile",12.8899037973098
"Feb_21","Kenn","Kenn_1","T1","Feb_21_Kenn_1_T1",2021-02-08,-21.21291,155.78185,40.8,26.3,"outer_reef","steep_slope",4,"omnivore",84.4106589824169
"Feb_21","Kenn","Kenn_1","T1","Feb_21_Kenn_1_T1",2021-02-08,-21.21291,155.78185,40.8,26.3,"outer_reef","steep_slope",4,"piscivore",2872.14837678946
"Feb_21","Kenn","Kenn_1","T1","Feb_21_Kenn_1_T1",2021-02-08,-21.21291,155.78185,40.8,26.3,"outer_reef","steep_slope",4,"planktivore",196.731167074537
"Feb_21","Kenn","Kenn_1","T2","Feb_21_Kenn_1_T2",2021-02-08,-21.21291,155.78185,31.1,26.5,"outer_reef","steep_slope",4,"herbivore-detritivore",286.137427281971
"Feb_21","Kenn","Kenn_1","T2","Feb_21_Kenn_1_T2",2021-02-08,-21.21291,155.78185,31.1,26.5,"outer_reef","steep_slope",4,"invertivore-mobile",692.790450394683
"Feb_21","Kenn","Kenn_1","T2","Feb_21_Kenn_1_T2",2021-02-08,-21.21291,155.78185,31.1,26.5,"outer_reef","steep_slope",4,"omnivore",539.622637749487
"Feb_21","Kenn","Kenn_1","T2","Feb_21_Kenn_1_T2",2021-02-08,-21.21291,155.78185,31.1,26.5,"outer_reef","steep_slope",4,"piscivore",20.0068955339708
"Feb_21","Kenn","Kenn_1","T2","Feb_21_Kenn_1_T2",2021-02-08,-21.21291,155.78185,31.1,26.5,"outer_reef","steep_slope",4,"planktivore",4859.95992919162
"Feb_21","Kenn","Kenn_1","T3","Feb_21_Kenn_1_T3",2021-02-08,-21.21291,155.78185,31.4,26.4,"slope_terrace","gentle_slope",3,"herbivore-detritivore",6036.5688399564
"Feb_21","Kenn","Kenn_1","T3","Feb_21_Kenn_1_T3",2021-02-08,-21.21291,155.78185,31.4,26.4,"slope_terrace","gentle_slope",3,"herbivore-macroalgae",784.076207373759
"Feb_21","Kenn","Kenn_1","T3","Feb_21_Kenn_1_T3",2021-02-08,-21.21291,155.78185,31.4,26.4,"slope_terrace","gentle_slope",3,"invertivore-mobile",82.3600850997739
"Feb_21","Kenn","Kenn_1","T3","Feb_21_Kenn_1_T3",2021-02-08,-21.21291,155.78185,31.4,26.4,"slope_terrace","gentle_slope",3,"omnivore",105.513323728021
"Feb_21","Kenn","Kenn_1","T3","Feb_21_Kenn_1_T3",2021-02-08,-21.21291,155.78185,31.4,26.4,"slope_terrace","gentle_slope",3,"piscivore",1319.63663477196
"Feb_21","Kenn","Kenn_1","T3","Feb_21_Kenn_1_T3",2021-02-08,-21.21291,155.78185,31.4,26.4,"slope_terrace","gentle_slope",3,"planktivore",14412.0240282376
"Feb_21","Kenn","Kenn_1","T4","Feb_21_Kenn_1_T4",2021-02-08,-21.21291,155.78185,32.3,26.4,"slope_terrace","gentle_slope",3,"herbivore-detritivore",196.653214182065
"Feb_21","Kenn","Kenn_1","T4","Feb_21_Kenn_1_T4",2021-02-08,-21.21291,155.78185,32.3,26.4,"slope_terrace","gentle_slope",3,"invertivore-mobile",94.2876517947943
"Feb_21","Kenn","Kenn_1","T4","Feb_21_Kenn_1_T4",2021-02-08,-21.21291,155.78185,32.3,26.4,"slope_terrace","gentle_slope",3,"omnivore",641.856119822631
"Feb_21","Kenn","Kenn_1","T4","Feb_21_Kenn_1_T4",2021-02-08,-21.21291,155.78185,32.3,26.4,"slope_terrace","gentle_slope",3,"piscivore",12211.9722717534
"Feb_21","Kenn","Kenn_1","T4","Feb_21_Kenn_1_T4",2021-02-08,-21.21291,155.78185,32.3,26.4,"slope_terrace","gentle_slope",3,"planktivore",12702.3704103034
"Feb_21","Lihou","Lihou_N1","T1","Feb_21_Lihou_N1_T1",2021-02-12,-17.11619,151.83479,45.1,27.7,"lagoon","flat",2,"herbivore-detritivore",242.211629240976
"Feb_21","Lihou","Lihou_N1","T1","Feb_21_Lihou_N1_T1",2021-02-12,-17.11619,151.83479,45.1,27.7,"lagoon","flat",2,"invertivore-mobile",676.570791478312
"Feb_21","Lihou","Lihou_N1","T1","Feb_21_Lihou_N1_T1",2021-02-12,-17.11619,151.83479,45.1,27.7,"lagoon","flat",2,"omnivore",702.927836455805
"Feb_21","Lihou","Lihou_N1","T1","Feb_21_Lihou_N1_T1",2021-02-12,-17.11619,151.83479,45.1,27.7,"lagoon","flat",2,"planktivore",1030.12854453102
